SciName_orig,OTU_BCG,Modified,Rationale,CommonName
Notropis greenei,NOTROPIS GREENEI,FALSE,,WEDGESPOT SHINER
Notropis heterodon,NOTROPIS HETERODON,FALSE,,BLACKCHIN SHINER
Notropis heterolepis,NOTROPIS HETEROLEPIS,FALSE,,BLACKNOSE SHINER
Notropis hudsonius,NOTROPIS HUDSONIUS,FALSE,,SPOTTAIL SHINER
Notropis maculatus,NOTROPIS MACULATUS,FALSE,,TAILLIGHT SHINER
Notropis nubilus,NOTROPIS NUBILUS,FALSE,,OZARK MINNOW
Notropis ortenburgeri,NOTROPIS ORTENBURGERI,FALSE,,KIAMICHI SHINER
Notropis ozarcanus,NOTROPIS OZARCANUS,FALSE,,OZARK SHINER
Notropis percobromus,NOTROPIS PERCOBROMUS,FALSE,,CARMINE SHINER
Notropis potteri,NOTROPIS POTTERI,FALSE,,CHUB SHINER
Notropis rubellus,NOTROPIS RUBELLUS,FALSE,,ROSYFACE SHINER
Notropis shumardi,NOTROPIS SHUMARDI,FALSE,,SILVERBAND SHINER
Notropis stramineus,NOTROPIS STRAMINEUS,FALSE,,SAND SHINER
Notropis suttkusi,NOTROPIS SUTTKUSI,FALSE,,ROCKY SHINER
Notropis telescopus,NOTROPIS TELESCOPUS,FALSE,,TELESCOPE SHINER
Notropis texanus,NOTROPIS TEXANUS,FALSE,,WEED SHINER
Notropis topeka,NOTROPIS TOPEKA,FALSE,,TOPEKA SHINER
Notropis volucellus,NOTROPIS VOLUCELLUS,FALSE,,MIMIC SHINER
Notropis wickliffi,NOTROPIS WICKLIFFI,FALSE,,CHANNEL SHINER
Noturus,NOTURUS,FALSE,,MADTOM
Noturus albater,NOTURUS ALBATER,FALSE,,OZARK MADTOM
Noturus eleutherus,NOTURUS ELEUTHERUS,FALSE,,MOUNTAIN MADTOM
Noturus exilis,NOTURUS EXILIS,FALSE,,SLENDER MADTOM
Noturus flavater,NOTURUS FLAVATER,FALSE,,CHECKERED MADTOM
Noturus flavus,NOTURUS FLAVUS,FALSE,,STONECAT
Noturus gyrinus,NOTURUS GYRINUS,FALSE,,TADPOLE MADTOM
Noturus miurus,NOTURUS MIURUS,FALSE,,BRINDLED MADTOM
Noturus nocturnus,NOTURUS NOCTURNUS,FALSE,,FRECKLED MADTOM
Noturus placidus,NOTURUS PLACIDUS,FALSE,,NEOSHO MADTOM
Onchorhynchus clarki,ONCHORHYNCHUS CLARKI,FALSE,,CUTTHROAT TROUT
Oncorhynchus kisutch,ONCORHYNCHUS KISUTCH,FALSE,,COHO SALMON
Oncorhynchus mykiss,ONCORHYNCHUS MYKISS,FALSE,,RAINBOW TROUT
Perca flavescens,PERCA FLAVESCENS,FALSE,,YELLOW PERCH
Percidae,PERCIDAE,FALSE,,PERCHES
Percina,PERCINA,FALSE,,ROUGHBELLY DARTERS
Percina caprodes,PERCINA CAPRODES,FALSE,,LOGPERCH
Percina copelandi,PERCINA COPELANDI,FALSE,,CHANNEL DARTER
Percina cymatotaenia,PERCINA CYMATOTAENIA,FALSE,,BLUESTRIPE DARTER
Percina evides,PERCINA EVIDES,FALSE,,GILT DARTER
Percina fulvitaenia,PERCINA FULVITAENIA,FALSE,,OZARK LOGPERCH
Percina macrolepida,PERCINA MACROLEPIDA,FALSE,,BIGSCALE LOGPERCH
Percina maculata,PERCINA MACULATA,FALSE,,BLACKSIDE DARTER
Percina nasuta,PERCINA NASUTA,FALSE,,LONGNOSE DARTER
Percina pantherina,PERCINA PANTHERINA,FALSE,,LEOPARD DARTER
Percina phoxocephala,PERCINA PHOXOCEPHALA,FALSE,,SLENDERHEAD DARTER
Percina phoxocephala x caprodes,PERCINA PHOXOCEPHALA X CAPRODES,FALSE,,SLENDERHEAD DARTER X LOGPERCH
Percina sciera,PERCINA SCIERA,FALSE,,DUSKY DARTER
Percina shumardi,PERCINA SHUMARDI,FALSE,,RIVER DARTER
Percina uranidea,PERCINA URANIDEA,FALSE,,STARGAZING DARTER
Percina vigil,PERCINA VIGIL,FALSE,,SADDLEBACK DARTER
Percopsis omiscomaycus,PERCOPSIS OMISCOMAYCUS,FALSE,,TROUT-PERCH
Petromyzontidae,PETROMYZONTIDAE,FALSE,,LAMPREY
Petromyzontiformes ammocoete,PETROMYZONTIFORMES AMMOCOETE,FALSE,,LAMPREY
Phenacobius mirabilis,PHENACOBIUS MIRABILIS,FALSE,,SUCKERMOUTH MINNOW
Phoxinus,PHOXINUS,FALSE,,DACE
Pimephales notatus,PIMEPHALES NOTATUS,FALSE,,BLUNTNOSE MINNOW
Pimephales promelas,PIMEPHALES PROMELAS,FALSE,,FATHEAD MINNOW
Pimephales tenellus,PIMEPHALES TENELLUS,FALSE,,SLIM MINNOW
Pimephales vigilax,PIMEPHALES VIGILAX,FALSE,,BULLHEAD MINNOW
Platygobio gracilis,PLATYGOBIO GRACILIS,FALSE,,FLATHEAD CHUB
Polyodon spathula,POLYODON SPATHULA,FALSE,,PADDLEFISH
Pomoxis,POMOXIS,FALSE,,CRAPPIES
Pomoxis annularis,POMOXIS ANNULARIS,FALSE,,WHITE CRAPPIE
Pomoxis nigromaculatus,POMOXIS NIGROMACULATUS,FALSE,,BLACK CRAPPIE
Pylodictis olivaris,PYLODICTIS OLIVARIS,FALSE,,FLATHEAD CATFISH
Rhinichthys atratulus,RHINICHTHYS ATRATULUS,FALSE,,EASTERN BLACKNOSE DACE
Rhinichthys cataractae,RHINICHTHYS CATARACTAE,FALSE,,LONGNOSE DACE
Rhinichthys obtusus,RHINICHTHYS OBTUSUS,FALSE,,WESTERN BLACKNOSE DACE
Salmo trutta,SALMO TRUTTA,FALSE,,BROWN TROUT
Salmo trutta x salvelinus fontinalis,SALMO TRUTTA X SALVELINUS FONTINALIS,FALSE,,TIGER TROUT
Salvelinus fontinalis,SALVELINUS FONTINALIS,FALSE,,BROOK TROUT
Sander canadensis,SANDER CANADENSIS,FALSE,,SAUGER
Sander vitreus,SANDER VITREUS,FALSE,,WALLEYE
Sander vitreus x canadensis,SANDER VITREUS X CANADENSIS,FALSE,,SAUGEYE
Scaphirhynchus platorynchus,SCAPHIRHYNCHUS PLATORYNCHUS,FALSE,,SHOVELNOSE STURGEON
Semotilus atromaculatus,SEMOTILUS ATROMACULATUS,FALSE,,CREEK CHUB
Umbra limi,UMBRA LIMI,FALSE,,CENTRAL MUDMINNOW
Unidentified,UNIDENTIFIED,FALSE,,UNIDENTIFIED
