Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Dixa,FALSE,4,CG,multi,SPEC,,cool,,17.11,20.83,,,125810,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixa,,,,,,Diptera
Dixella,FALSE,4,CG,multi,GENE,,cowa,,20.44,22.97,,,125854,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixella,,,,,,Diptera
Dixidae,FALSE,NA,CG,multi,SPEC,,cool,,17.47,21.16,,yes,125809,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,,,,,,,Diptera
Dolichopodidae,FALSE,5,PR,multi,GENE,,,Less30,,,,,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,,Diptera
Dolophilodes,FALSE,2,CF,uni,RHEO,TRUE,cold,,16.80,19.89,,,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,,Trichoptera
Doncricotopus,FALSE,,,,,,,Less30,,,,,128680,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,,Chironomidae
Doroneuria,FALSE,2,PR,semi,RHEO,,cold,,15.55,19.26,cold,,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,,Plecoptera
Drunella,FALSE,3,UNKN,UNKN,RHEO,,cool,,15.53,20.86,,yes,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,,Ephemeroptera
Drunella coloradensis/flavilinea,FALSE,3,SC,uni,RHEO,,cold,,15.21,19.00,cold,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,coloradensis/flavilinea,Ephemeroptera
Drunella doddsii,FALSE,3,SC,semi,RHEO,,cool,,15.54,20.55,cool,,698494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii,Ephemeroptera
Drunella grandis/spinifera,FALSE,3,PR,semi,RHEO,,cool,,15.70,20.71,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,grandis/spinifera,Ephemeroptera
Drunella pelosa,FALSE,1i,SC,uni,HEAD,TRUE,,Less30,,,,,568634,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,pelosa,Ephemeroptera
Dryopidae,FALSE,,,,,,,Less30,,,,,113999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,,,,,,,Coleoptera
Dubiraphia,FALSE,5,CG,uni,GENE,,stenow,,23.45,27.25,,,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,,Coleoptera
Dysmicohermes,FALSE,,,,,,,Less30,,,,,115046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Dysmicohermes,,,,,,Megaloptera
Dytiscidae,FALSE,3,PR,uni,GENE,,cowa,,18.81,22.10,,yes,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,,Coleoptera
Ecclisocosmoecus scylla,FALSE,2,SH,semi,RHEO,TRUE,stenoc,,14.26,17.46,,,116342,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla,Trichoptera
Ecclisomyia,FALSE,2,OM,semi,GENE,,stenoc,,14.43,17.81,,,116025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,,Trichoptera
Eclipidrilus,FALSE,,,,,,cool,,18.66,21.33,,,68473,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Eclipidrilus,,,,,,Oligochaeta
Ectemnia,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Ectemnia,,,,,,Diptera
Ellipteroides,FALSE,NA,CG,UNKN,SPEC,TRUE,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Ellipteroides,,,,,,Diptera
Elmidae,FALSE,NA,CG,semi,RHEO,,eurythermal,,19.62,23.09,,yes,114093,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,,,,,,,Coleoptera
Eloeophila,FALSE,3,PR,uni,DEPO,,cold,,16.08,19.98,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Eloeophila,,,,,,Diptera
Empididae,FALSE,4,PR,uni,RHEO,,eurythermal,,17.25,22.52,,yes,135830,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,,,,,,,,Diptera
Empididae Genus A,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,,,,A,,,,,,Diptera
Enchytraeidae,FALSE,,,,,,cool,,15.90,21.56,,yes,68510,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,,,,,,,Oligochaeta
Enchytraeus,FALSE,,,,,,cool,,17.88,21.29,,,68531,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Enchytraeus,,,,,,Oligochaeta
Endochironomus,FALSE,5,MH,multi,GENE,,,Less30,,,,,129470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endochironomus,,,,,,Chironomidae
Endotribelos,FALSE,,,,,,,,,,,,130046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Endotribelos,,,,,,Chironomidae
Enochrus,FALSE,,,,,,,Less30,,,,,112973,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Enochrus,,,,,,Coleoptera
Eobrachycentrus,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Eobrachycentrus,,,,,,Trichoptera
Eocosmoecus,FALSE,,,,,,,Less30,,,,,568777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,,Trichoptera
Eocosmoecus frontalis,FALSE,,,,,,,Less30,,,,,605199,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Eocosmoecus,,,,,frontalis,Trichoptera
Epeorus,FALSE,3,SC,uni,RHEO,,eurythermal,,15.40,22.11,,yes,100626,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,,Ephemeroptera
Epeorus Albertae Group,FALSE,4,SC,uni,RHEO,,eurythermal,,18.56,24.83,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,,Ephemeroptera
Epeorus deceptivus,FALSE,2,SC,uni,RHEO,,stenoc,,12.38,17.00,,,100632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,deceptivus,Ephemeroptera
Epeorus Grandis Group,FALSE,2,SC,uni,RHEO,,cold,,13.62,18.62,cold,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,,Ephemeroptera
Epeorus longimanus,FALSE,3,SC,uni,RHEO,,cool,,16.78,20.72,,,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus,Ephemeroptera
Ephemera,FALSE,,,,,,,Less30,,,,,101526,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Ephemera,,,,,,Ephemeroptera
Ephemerella,FALSE,3,CG,uni,RHEO,,cool,,17.51,21.75,,yes,101233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,,Ephemeroptera
Ephemerella alleni,FALSE,2,CG,uni,RHEO,TRUE,,Less30,,,,,101251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,alleni,Ephemeroptera
Ephemerella aurivillii,FALSE,3,CG,uni,GENE,,warm,,19.69,26.79,,,101255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,aurivillii,Ephemeroptera
Ephemerella Excrucians Group,FALSE,4,CG,uni,RHEO,,cool,,17.23,20.84,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,Excrucians Gr.,,,,Ephemeroptera
Ephemerella needhami,FALSE,,,,,,,,,,,,101291,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Draeconia,,,,needhami,Ephemeroptera
Ephemerella tibialis,FALSE,4,CG,uni,RHEO,,cool,,17.35,20.87,,,101401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Vittapallia,,,,tibialis,Ephemeroptera
Ephemerella verruca,FALSE,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,verruca,Ephemeroptera
Ephemerellidae,FALSE,3,CG,uni,RHEO,,cool,,15.78,21.67,,yes,101232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,,,,,,,Ephemeroptera
Ephemeridae,FALSE,NA,CG,semi,GENE,,,Less30,,,,,101525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,,,,,,,Ephemeroptera
Ephemeroptera,FALSE,,,,,,eurythermal,,16.82,22.91,,,100502,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,,,,,,,,,,,Ephemeroptera
Ephoron,FALSE,,,,,,,Less30,,,,,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,,Ephemeroptera
Ephydridae,FALSE,4,CG,multi,GENE,,warm,,23.29,24.72,,,146893,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Ephydridae,,,,,,,,,,Diptera
Epiphragma,FALSE,,,,,,,,,,,,120081,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Epiphragma,,,,,,Diptera
Epitheca,FALSE,,,,,,,,,,,,102035,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,Corduliinae,,,Epitheca,,,,,,Odonata
Epoicocladius,FALSE,,,,,,,,,,,,128682,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Epoicocladius,,,,,,Chironomidae
Eretmoptera,FALSE,NA,SC,multi,SPEC,,,Less30,,,,,128686,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eretmoptera,,,,,,Chironomidae
Erioptera,FALSE,NA,CG,UNKN,SPEC,TRUE,,Less30,,,,,120503,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Erioptera,,,,,,Diptera
Eristalis,FALSE,,,,,,,Less30,,,,,140904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristaliini,,Eristalis,,,,,,Diptera
Erpetogomphus,FALSE,,,,,,,Less30,,,,,101725,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Erpetogomphus,,,,,,Odonata
Erpobdella,FALSE,,,,,,warm,,22.25,26.16,,,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,,Other Non-Insect
Erythemis,FALSE,,,,,,,,,,,,101865,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Erythemis,,,,,,Odonata
Estelloxus,FALSE,,,,,,cold,,15.58,18.38,,,83048,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Lebertiidae,,,,Estelloxus,,,,,,Other Non-Insect
Eubrianax,FALSE,,,,,,cowa,,19.57,22.52,,,114085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Psephenidae,Eubrianacinae,,,Eubrianax,,,,,,Coleoptera
Eucorethra,FALSE,NA,PR,uni,HEAD,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Eucorethrinae,,,Eucorethra,,,,,,Diptera
Eukiefferiella,FALSE,4,CG,multi,GENE,,eurythermal,,17.87,23.23,,yes,128689,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,,,,,Chironomidae
Eukiefferiella Brehmi Group,FALSE,4,CG,multi,RHEO,,eurythermal,,19.32,24.62,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brehmi Gr.,,,,Chironomidae
Eukiefferiella Brevicalcar Group,FALSE,NA,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brevicalcar Gr.,,,,Chironomidae
Eukiefferiella Claripennis Group,FALSE,,,,,,cowa,,18.38,23.26,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Claripennis Gr.,,,,Chironomidae
Eukiefferiella Coerulescens Group,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Coerulescens Gr.,,,,Chironomidae
Eukiefferiella Devonica Group,FALSE,3,CG,multi,RHEO,,eurythermal,,18.51,24.50,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Devonica Gr.,,,,Chironomidae
Eukiefferiella Gracei Group,FALSE,,,,,,eurythermal,,15.24,24.11,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Gracei Gr.,,,,Chironomidae
Eukiefferiella Pseudomontana Group,FALSE,4,CG,multi,RHEO,,cowa,,18.63,21.83,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Pseudomontana Gr.,,,,Chironomidae
Eukiefferiella Tirolensis Group,FALSE,4,CG,multi,RHEO,,cool,,17.42,18.88,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brevicalcar Gr.,,,tirolensis,Chironomidae
Euparyphus,FALSE,,,,,,,Less30,,,,,130436,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Euparyphus,,,,,,Diptera
Euryhapsis,FALSE,NA,UNKN,multi,DEPO,,,Less30,,,,,128707,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Euryhapsis,,,,,,Chironomidae
Eurylophella,FALSE,,,,,,,Less30,,,,,101324,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Eurylophella,,,,,,Ephemeroptera
Eylais,FALSE,,,,,,,Less30,,,,,83152,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Eylaidae,,,,Eylais,,,,,,Other Non-Insect
Fallceon,FALSE,5,CG,multi,RHEO,,warm,,26.50,28.36,,,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,,Ephemeroptera
Farula,FALSE,1i,SC,semi,SPEC,TRUE,cool,,17.92,19.96,,,116331,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Uenoidae,Uenoinae,,,Farula,,,,,,Trichoptera
Feltria,FALSE,,,,,,,Less30,,,,,83314,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Feltriidae,,,,Feltria,,,,,,Other Non-Insect
Ferrissia,FALSE,5,SC,multi,GENE,,warm,,22.88,26.27,warm,,76569,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Ferrissia,,,,,,Other Non-Insect
Fisherola nuttalli,FALSE,,,,,,,,,,,,76567,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Lymnaeidae,,,,Fisherola,,,,,nuttalli,Other Non-Insect
Forcipomyiinae,FALSE,3,CG,uni,GENE,,cool,,17.48,20.92,,,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,,Diptera
Forelia,FALSE,,,,,,,Less30,,,,,83331,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,,,,Forelia,,,,,,Other Non-Insect
Fridericia,FALSE,,,,,,cold,,16.43,19.69,,,204785,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Fridericia,,,,,,Oligochaeta
Frisonia picticeps,FALSE,1i,PR,uni,RHEO,TRUE,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Frisonia,,,,,picticeps,Plecoptera
Frontipoda,FALSE,,,,,,,Less30,,,,,83240,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Oxidae,,,,Frontipoda,,,,,,Other Non-Insect
Gammaridae,FALSE,,,,,,warm,,21.82,25.96,,,93745,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Gammaridae,,,,,,,,,,Other Non-Insect
Gammaridea,FALSE,,,,,,warm,,20.86,25.33,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,,,,,,,,,,,Other Non-Insect
Gammarus,FALSE,5,SH,uni,GENE,,warm,,21.82,25.98,,,93773,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Gammaridae,,,,Gammarus,,,,,,Other Non-Insect
Gastropoda,FALSE,NA,UNKN,UNKN,UNKN,,warm,,20.55,24.26,,,69459,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,,Other Non-Insect
Georyssus,FALSE,,,,,,,,,,,,112754,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Georyssidae,,,,Georyssus,,,,,,Coleoptera
Gereckea,FALSE,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Pionidae,Huitfeldtiinae,,,Gereckea,,,,,,Other Non-Insect
Glossiphonia,FALSE,,,,,,,Less30,,,,,69380,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,Glossiphoniinae,,,Glossiphonia,,,,,,Other Non-Insect
Glossiphoniidae,FALSE,,,,,,warm,,21.83,25.39,,,69357,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,,Other Non-Insect
Glossosoma,FALSE,4,SC,multi,RHEO,,cool,,18.01,21.85,,,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,,Trichoptera
Glossosomatidae,FALSE,4,SC,UNKN,RHEO,,eurythermal,,17.94,22.00,,yes,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,,Trichoptera
Glutops,FALSE,3,PR,semi,DEPO,,cool,,15.91,20.03,,,130915,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Pelecorhynchidae,,,,Glutops,,,,,,Diptera
Glyptotendipes,FALSE,5,MH,multi,GENE,,,Less30,,,,,129483,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Glyptotendipes,,,,,,Chironomidae
Gnorimosphaeroma,FALSE,,,,,,,,,,,,92295,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Flabellifera,,Sphaeromatidae,,,,Gnorimosphaeroma,,,,,,Other Non-Insect
Goera archaon,FALSE,3,SC,uni,RHEO,TRUE,warm,,21.97,24.16,,,116423,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goera,,,,,archaon,Trichoptera
Goeracea,FALSE,1i,SC,semi,RHEO,TRUE,,Less30,,,,,116298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goeracea,,,,,,Trichoptera
Goeridae,FALSE,3,SC,UNKN,RHEO,TRUE,warm,,21.17,24.54,,,115934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,,,,,,,,,,Trichoptera
Gomphidae,FALSE,3,PR,semi,DEPO,,warm,,20.08,24.12,,yes,101664,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,,,,,,,Odonata
Gomphus,FALSE,NA,PR,semi,RIVE,TRUE,,Less30,,,,,101665,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Gomphus,,,,,,Odonata
Gonomyia,FALSE,NA,CG,UNKN,SPEC,TRUE,,Less30,,,,,120640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Gonomyia,,,,,,Diptera
Gonomyodes,FALSE,,,,,,,Less30,,,,,120722,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Gonomyodes,,,,,,Diptera
Grammotaulius,FALSE,,,,,,,,,,,,116309,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Limnephilini,,Grammotaulius,,,,,,Trichoptera
Guestphalinus,FALSE,,,,,,,Less30,,,,,68487,Animalia,Annelida,,Clitellata,Oligochaeta,Lumbriculida,,,Lumbriculidae,,,,Guestphalinus,,,,,,Oligochaeta
Gumaga,FALSE,2,OM,semi,RHEO,,cowa,,18.91,21.63,,,117003,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Sericostomatidae,,,,Gumaga,,,,,,Trichoptera
Guttipelopia,FALSE,,,,,,,,,,,,128161,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,,Guttipelopia,,,,,,Chironomidae
Gymnometriocnemus,FALSE,NA,UNKN,multi,GENE,,,Less30,,,,,128718,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Gymnometriocnemus,,,,,,Chironomidae
Gyraulus,FALSE,4,SC,multi,GENE,,warm,,21.60,26.86,,,76592,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Gyraulus,,,,,,Other Non-Insect
Gyrinidae,FALSE,NA,PR,uni,GENE,,,Less30,,,,,112653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Gyrinidae,,,,,,,,,,Coleoptera
Haemonais,FALSE,,,,,,,,,,,,69003,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Haemonais,,,,,,Oligochaeta
Haemopis,FALSE,,,,,,,,,,,,69408,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Hirudiniformes,,Haemopidae,Haemopinae,,,Haemopis,,,,,,Other Non-Insect
Halesochila taylori,FALSE,,,,,,,,,,,,116307,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Halesochila,,,,,taylori,Trichoptera
Haliplidae,FALSE,4,UNKN,UNKN,GENE,,warm,,21.52,24.58,,,111857,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,,,,,,,Coleoptera
Haliplus,FALSE,4,PH,uni,GENE,,,Less30,,,,,111858,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Haliplus,,,,,,Coleoptera
Haplotaxis,FALSE,,,,,,eurythermal,Less30,17.04,23.76,,,68505,Animalia,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Haplotaxina,,Haplotaxidae,,,,Haplotaxis,,,,,,Oligochaeta
