TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,THERMAL_INDICATOR,COLD_IA,ColdWaterIndicatorTaxa,HABSTRUCT,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
NIXE INCONSPICUA,Species,FALSE,4,4_better,"SC,PR",CN,uni,FALSE,2,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,NIXE,INCONSPICUA,Flatheaded Mayflies,601
CERCOBRACHYS SERPENTIS,Species,FALSE,4,4_middle,CG,SP,NA,FALSE,5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CERCOBRACHYS,SERPENTIS,Small Squaregill Mayflies,602
SPARBARUS NASUTUS,Species,FALSE,4,4_middle,CG,SP,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,SPARBARUS,NASUTUS,Small Squaregill Mayflies,604
SCIOMYZIDAE,Family,FALSE,5,,PR,BU,multi,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,SCIOMYZIDAE,,,,Marsh Flies,606
STAPHYLINIDAE,Family,TRUE,,,,,,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,STAPHYLINIDAE,,,,Rove Beetles,607
PLACOBDELLA NUCHALIS,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,NUCHALIS,Leeches,608
HYDROPSYCHE ORRIS,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,5,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,ORRIS,Common Netspinner Caddisflies,609
LIXUS,Genus,FALSE,,,SH,"BU,CN",NA,FALSE,,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,CURCULIONIDAE,,LIXUS,,"Snout Beetles, Weevils",61
PENTAGENIA,Genus,FALSE,4,4_middle,CG,BU,uni,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,PENTAGENIA,,Common Burrower Mayflies,610
STYLOGOMPHUS,Genus,FALSE,2,,PR,BU,semi,FALSE,0,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLOGOMPHUS,,Clubtail Dragonflies,614
HYDRA AMERICANA,Species,TRUE,,,PR,NA,NA,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,CNIDARIA,HYDROZOA,CAPITATA,ANTHOATHECATAE,HYDRIDAE,,HYDRA,AMERICANA,"Hydrozoans, Hydralike Animals",616
CHRYSOMELIDAE,Family,FALSE,,,SH,CN,NA,FALSE,,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,CHRYSOMELIDAE,,,,Leaf Beetles,618
ARGIA MOESTA,Species,FALSE,4,4_worse,PR,"CB,CN",uni,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,ARGIA,MOESTA,Narrowwinged Damselflies,619
DRYOPIDAE,Family,FALSE,4,4_middle,"SC,SH","CN,CB",NA,FALSE,5,SC/CG,Scraper/Collector,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,,Long-Toed Water Beetles,62
ACRONEURIA LYCORIAS,Species,FALSE,3,,PR,CN,semi,FALSE,0,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,ACRONEURIA,LYCORIAS,Common Stoneflies,620
ISOPERLA BILINEATA,Species,FALSE,3,,PR,CN,uni,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,ISOPERLA,BILINEATA,Perlodid Stoneflies,621
ISOPERLA MARLYNIA,Species,FALSE,3,,PR,CN,uni,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,ISOPERLA,MARLYNIA,Perlodid Stoneflies,622
CYRNELLUS FRATERNUS,Species,FALSE,4,4_worse,CF,CN,uni,FALSE,8,CF,Filterer,UN,Unidentified,,0,FALSE,SG,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,CYRNELLUS,FRATERNUS,Trumpetnet and Tubemaking Caddisflies,623
AESHNA UMBROSA,Species,FALSE,4,4_middle,PR,CB,semi,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,AESHNA,UMBROSA,Darner Dragonflies,624
CALLIBAETIS FLUCTUANS,Species,FALSE,4,4_worse,CG,SW,multi,FALSE,9,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CALLIBAETIS,FLUCTUANS,Small Minnow Mayflies,625
SIMULIUM VITTATUM,Species,FALSE,4,4_middle,CF,CN,multi,FALSE,7,CF,Filterer,UN,Unidentified,cold,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,VITTATUM,Black Flies,627
PERLINELLA EPHYRE,Species,FALSE,3,,PR,CN,uni,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLINELLA,EPHYRE,Common Stoneflies,628
PLAUDITUS,Genus,FALSE,4,4_middle,CG,SW,NA,FALSE,4.3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,,Small Minnow Mayflies,629
HELICHUS,Genus,FALSE,4,4_middle,"SC,SH,CG",CN,semi,FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,HELICHUS,,Long-Toed Water Beetles,63
PERLESTA EPHELIDA,Species,FALSE,4,4_middle,PR,CN,uni,FALSE,5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,PERLESTA,EPHELIDA,Common Stoneflies,630
STENELMIS CHERYL,Species,FALSE,4,4_middle,SC,CN,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,CHERYL,Riffle Beetles,631
LEUCROCUTA MACULIPENNIS,Species,FALSE,3,,SC,CN,uni,FALSE,1,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,LEUCROCUTA,MACULIPENNIS,Flatheaded Mayflies,633
CERACLEA FLAVA,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,FLAVA,Longhorned Case Maker Caddisflies,637
HELICHUS FASTIGIATUS,Species,FALSE,3,,"SC,SH,CG",CN,semi,FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,HELICHUS,FASTIGIATUS,Long-Toed Water Beetles,64
DIXA,Genus,FALSE,3,,CG,CB,uni,FALSE,1,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,DIXIDAE,,DIXA,,Dixid Midges,641
PARACLOEODES MINUTUS,Species,FALSE,4,4_middle,SC,SW,multi,FALSE,4.8,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PARACLOEODES,MINUTUS,Small Minnow Mayflies,642
DUBIRAPHIA BIVITTATA,Species,FALSE,4,4_middle,"CG,SC",CN,"semi,uni",FALSE,6,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,DUBIRAPHIA,BIVITTATA,Riffle Beetles,643
CRAMBUS,Genus,FALSE,,,SH,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,LEPIDOPTERA,PYRALIDAE,,CRAMBUS,,"Grass Moths, Snout Moths",644
EURYLOPHELLA,Genus,FALSE,3,,CG,CN,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,EURYLOPHELLA,,Spiny Crawler Mayflies,648
FORCIPOMYIA,Genus,FALSE,4,4_middle,"SC,PR","BU,SP",uni,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,SG,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,FORCIPOMYIA,,"Biting Midges, No-See-Ums, Punkies",649
HELICHUS LITHOPHILUS,Species,FALSE,4,4_middle,"SC,SH,CG",CN,semi,FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,HELICHUS,LITHOPHILUS,Long-Toed Water Beetles,65
NEOPHYLAX,Genus,FALSE,3,,SC,CN,uni,FALSE,3,SC,Scraper,UN,Unidentified,cold,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,UENOIDAE,,NEOPHYLAX,,Uenoid Case Maker Caddisflies,655
OECETIS IMMOBILIS,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,IMMOBILIS,Longhorned Case Maker Caddisflies,657
OECETIS NOCTURNA,Species,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,OECETIS,NOCTURNA,Longhorned Case Maker Caddisflies,658
HELICHUS STRIATUS,Species,FALSE,4,4_middle,"SC,SH,CG",CN,semi,FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,HELICHUS,STRIATUS,Long-Toed Water Beetles,66
PYRODERCES,Genus,FALSE,,,NA,NA,NA,FALSE,,UN,Unidentified,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,LEPIDOPTERA,COSMOPTERIGIDAE,,PYRODERCES,,Cosmopterigid Moths,660
STYLURUS SPINICEPS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",semi,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,SPINICEPS,Clubtail Dragonflies,661
EISENIELLA TETREDRA,Species,FALSE,4,4_middle,CG,NA,NA,FALSE,10,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,OLIGOCHAETA,HAPLOTAXIDA,LUMBRICIDAE,,EISENIELLA,TETREDRA,Aquatic Worms,662
VALVATA,Genus,FALSE,,,SC,CB,multi,FALSE,8,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,HETEROSTROPHA,VALVATIDAE,,VALVATA,,Valvatid Snails,669
PLAUDITUS CESTUS,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,CESTUS,Small Minnow Mayflies,670
PLAUDITUS DUBIUS/PUNCTIVENTRIS,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,4.5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,DUBIUS/PUNCTIVENTRIS,Small Minnow Mayflies,671
PLAUDITUS DUBIUS/VIRILIS,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,DUBIUS/VIRILIS,Small Minnow Mayflies,672
LABIOBAETIS FRONDALIS,Species,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,5,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,LABIOBAETIS,FRONDALIS,Small Minnow Mayflies,673
LABIOBAETIS LONGIPALPUS,Species,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,5,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,LABIOBAETIS,LONGIPALPUS,Small Minnow Mayflies,674
LABIOBAETIS EPHIPPIATUS,Species,FALSE,4,4_worse,CG,"SW,CN",multi,FALSE,6,CG,Collector/Gatherer,SW/CN,Swimmer/Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,LABIOBAETIS,EPHIPPIATUS,Small Minnow Mayflies,675
CAENIS ANCEPS,Species,FALSE,4,4_middle,CG,SP,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,CAENIS,ANCEPS,Small Squaregill Mayflies,677
MACCAFFERTIUM MERIRIVULANUM,Species,FALSE,4,4_middle,SC,CN,uni,FALSE,2,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,MACCAFFERTIUM,MERIRIVULANUM,Flatheaded Mayflies,678
BRACHYCENTRUS AMERICANUS,Species,FALSE,,,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,AMERICANUS,Humpless Case Maker Caddisflies,679
PERICOMA,Genus,FALSE,4,4_worse,CG,BU,multi,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,PERICOMA,,Moth Flies,682
BRACHYCENTRUS LATERALIS,Species,FALSE,,,CF,CN,uni,FALSE,1,CF,Filterer,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,BRACHYCENTRIDAE,,BRACHYCENTRUS,LATERALIS,Humpless Case Maker Caddisflies,684
CHELIFERA/METACHELA,Genus,FALSE,,,PR,"BU,SP",NA,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,CHELIFERA/METACHELA,,Dance Flies,686
SOMATOCHLORA,Genus,FALSE,4,4_middle,PR,"SP,CB","semi,uni",FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,SOMATOCHLORA,,Greeneyed Skimmers,688
LISTRONOTUS,Genus,FALSE,,,SH,"BU,CN",NA,FALSE,,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,CURCULIONIDAE,,LISTRONOTUS,,"Snout Beetles, Weevils",689
HESPERAGRION,Genus,FALSE,,,PR,CB,uni,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,HESPERAGRION,,Narrowwinged Damselflies,690
DIDYMOPS,Genus,FALSE,4,4_middle,PR,SP,semi,FALSE,5.5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,DIDYMOPS,,Greeneyed Skimmers,694
CAMBARUS DIOGENES,Species,FALSE,4,4_middle,CG,SP,NA,FALSE,6,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,CAMBARIDAE,,CAMBARUS,DIOGENES,Crayfishes,698
ERPOBDELLA PARVA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,ERPOBDELLA,PARVA,Leeches,7
SPARBARUS LACUSTRIS,Species,FALSE,4,4_middle,CG,SP,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,SPARBARUS,LACUSTRIS,Small Squaregill Mayflies,700
MACROMIA,Genus,FALSE,4,4_middle,PR,SP,semi,FALSE,2,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,MACROMIA,,Greeneyed Skimmers,703
AESHNA/ANAX,Genus,FALSE,,,PR,CB,semi,FALSE,6.5,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,AESHNA/ANAX,,Darner Dragonflies,705
LASMIGONA COMPLANATA,Species,FALSE,,,CF,BU,NA,FALSE,8,CF,Filterer,UN,Unidentified,,0,FALSE,,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,LASMIGONA,COMPLANATA,Mussels,707
RHITHROGENA MANIFESTA,Species,FALSE,,,CG,CN,uni,FALSE,0,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,RHITHROGENA,MANIFESTA,Flatheaded Mayflies,708
GONOMYIA,Genus,FALSE,4,4_middle,CG,BU,uni,FALSE,5.5,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,GONOMYIA,,Crane Flies,709
HELIUS,Genus,FALSE,4,4_middle,"CG,SH",BU,uni,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,HELIUS,,Crane Flies,711
HYDROCHUS SUBCUPREUS,Species,FALSE,4,4_worse,SH,"CB,SW",uni,FALSE,4.6,SH,Shredder,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROCHIDAE,,HYDROCHUS,SUBCUPREUS,Water Scavenger Beetles,712
OPHIOGOMPHUS RUPINSULENSIS,Species,FALSE,3,,PR,BU,semi,FALSE,1,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,OPHIOGOMPHUS,RUPINSULENSIS,Clubtail Dragonflies,713
CERACLEA NEFFI,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,NEFFI,Longhorned Case Maker Caddisflies,714
CENTROPTILUM VICTORIAE,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,VICTORIAE,Small Minnow Mayflies,718
CLINOCERA,Genus,FALSE,4,4_middle,PR,CN,uni,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,CS,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,CLINOCERA,,Dance Flies,719
ERPOBDELLA BUCERA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,7.8,PA,Parasite,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,,ERPOBDELLA,BUCERA,Leeches,720
ACTINOBDELLA INEQUIANNULATA,Species,FALSE,,,PR,SP,NA,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,ACTINOBDELLA,INEQUIANNULATA,Leeches,724
PLACOBDELLA PICTA,Species,FALSE,4,4_worse,PR,SP,NA,FALSE,7,PR,Predator,UN,Unidentified,,0,FALSE,,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,PLACOBDELLA,PICTA,Leeches,725
HELICHUS BASALIS,Species,FALSE,4,4_middle,"SC,SH,CG",CN,semi,FALSE,5,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,HELICHUS,BASALIS,Long-Toed Water Beetles,731
LESTIDAE,Family,FALSE,,,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,,,Spreadwinged Damselflies,735
LESTES,Genus,FALSE,4,4_middle,PR,CB,uni,FALSE,9,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,LESTES,,Spreadwinged Damselflies,736
LIMNOPHORA,Genus,FALSE,4,4_middle,PR,BU,multi,FALSE,6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,DIPTERA,MUSCIDAE,,LIMNOPHORA,,"Face Flies, Horn Flies, House Flies",737
NASIAESCHNA PENTACANTHA,Species,FALSE,4,4_middle,PR,CB,semi,FALSE,8,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,NASIAESCHNA,PENTACANTHA,Darner Dragonflies,738
FRENESIA,Genus,FALSE,,,SH,SP,NA,FALSE,0,SH,Shredder,UN,Unidentified,,-1,TRUE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,FRENESIA,,Northern Case Maker Caddisflies,743
CERACLEA ALCES,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,ALCES,Longhorned Case Maker Caddisflies,744
PLAUDITUS CINGULATUS,Species,FALSE,4,4_middle,CG,SW,NA,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,PLAUDITUS,CINGULATUS,Small Minnow Mayflies,745
HYDROPSYCHE SCALARIS,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,2,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,SCALARIS,Common Netspinner Caddisflies,746
ISONYCHIA RUFA,Species,FALSE,4,4_middle,CF,"SW,CN",uni,FALSE,2,CF,Filterer,UN,Unidentified,,0,FALSE,CS,ARTHROPODA,INSECTA,,EPHEMEROPTERA,ISONYCHIIDAE,,ISONYCHIA,RUFA,Brushlegged Mayflies,747
CENTROPTILUM TRIANGULIFER,Species,FALSE,4,4_middle,CG,NA,NA,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,CENTROPTILUM,TRIANGULIFER,Small Minnow Mayflies,748
PROTOPTILA,Genus,FALSE,,,"SC,PR",CN,uni,FALSE,1,SC,Scraper,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,PROTOPTILA,,Saddlecase Maker Caddisflies,749
TELOGANOPSIS DEFICIENS,Species,FALSE,,,CG,CN,uni,FALSE,2,CG,Collector/Gatherer,CN,Clinger,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,TELOGANOPSIS,DEFICIENS,Spiny Crawler Mayflies,750
CERACLEA NEPHA,Species,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,CERACLEA,NEPHA,Longhorned Case Maker Caddisflies,751
LEPTOPHLEBIA CUPIDA,Species,FALSE,4,4_better,CG,SW,uni,FALSE,4,CG,Collector/Gatherer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,LEPTOPHLEBIA,CUPIDA,Pronggilled Mayflies,753
PACHYDIPLAX LONGIPENNIS,Species,FALSE,4,4_middle,PR,SP,"multi,uni",FALSE,9.6,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,PACHYDIPLAX,LONGIPENNIS,Skimmer Dragonflies,754
DIDYMOPS TRANSVERSA,Species,FALSE,4,4_middle,PR,SP,semi,FALSE,4,PR,Predator,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,DIDYMOPS,TRANSVERSA,Greeneyed Skimmers,755
HYDROPSYCHE AERATA,Species,FALSE,4,4_middle,CF,CN,uni,FALSE,4,CF,Filterer,UN,Unidentified,,0,FALSE,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,HYDROPSYCHE,AERATA,Common Netspinner Caddisflies,758
PLEUROCERA,Genus,FALSE,4,4_better,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,PLEUROCERA,,Pleurocerid Snails,760
PLEUROCERA ACUTA,Species,FALSE,4,4_better,SC,CB,multi,FALSE,6,SC,Scraper,UN,Unidentified,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,PLEUROCERA,ACUTA,Pleurocerid Snails,761
AMNICOLA LIMOSUS,Species,FALSE,4,4_middle,SC,CB,NA,FALSE,5,SC,,UN,,,0,FALSE,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,AMNICOLA,LIMOSUS,Hydrobiid Snails,765
