TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,THERMAL_INDICATOR,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS
DUBIRAPHIA BREVIPENNIS,Species,FALSE,4,4_middle,"CG,SC",OK; Tward; NRSA,CN,Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA
DUBIRAPHIA MINIMA,Species,FALSE,4,4_middle,"CG,SC",MN; OK; Tward; NRSA,CN,MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA
DUBIRAPHIA VITTATA,Species,FALSE,4,4_middle,"CG,SC",NE; OK; Tward; NRSA,CN,IA; NE; MN; Tward; NRSA,"semi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA
DUGESIA,Genus,FALSE,4,4_middle,"CG,PR",NRSA; NE,SP,NE; OK; MN; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,DUGESIA
DUGESIA TIGRINA,Species,FALSE,4,4_middle,"CG,PR",NRSA; NE,SP,NE; NRSA,NA,,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,DUGESIA
DYTHEMIS,Genus,FALSE,,NA,PR,MODNR; OK; Tward; NRSA,SP,MODNR; OK; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,DYTHEMIS
DYTHEMIS FUGAX,Species,FALSE,,NA,PR,OK; Tward; NRSA,SP,NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,DYTHEMIS
DYTISCIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SW,NE; MODNR; OK; MN,uni,NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,
ECTOPRIA,Genus,FALSE,4,4_better,SC,IA; NE; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,PSEPHENIDAE,,,ECTOPRIA
EINFELDIA,Genus,FALSE,,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,EINFELDIA
ELIMIA,Genus,FALSE,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,ELIMIA
ELIMIA POTOSIENSIS,Species,FALSE,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,ELIMIA
ELMIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,CN,IA; OK; MN,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,
EMPIDIDAE,Family,FALSE,4,4_middle,PR,IA; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; ;,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,
ENALLAGMA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,IA; NE; OK; MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA
ENALLAGMA BASIDENS,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA
ENALLAGMA EXSULANS,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA
ENALLAGMA TRIVIATUM,Species,FALSE,4,4_worse,PR,Tward; NRSA,CB,Tward; NRSA,multi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA
ENCHYTRAEIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,,
ENDOCHIRONOMUS,Genus,FALSE,4,4_worse,SH,NE; MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,ENDOCHIRONOMUS
ENDOTRIBELOS,Genus,FALSE,,NA,CG,MODNR; OK; MN; Tward; NRSA,BU,OK; MN; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,ENDOTRIBELOS
ENOCHRUS,Genus,FALSE,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,"BU,SW",NE; OK; MN; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,ENOCHRUS
ENOCHRUS HAMILTONI,Species,FALSE,4,4_worse,CG,MN; Tward; NRSA,"BU,SW",Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,ENOCHRUS
EPHEMERA,Genus,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA
EPHEMERA SIMULANS,Species,FALSE,3,,CG,MODNR; OK; MN; Tward; NRSA,BU,MODNR; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA
EPHEMERELLA,Genus,FALSE,3,,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,EPHEMERELLA
EPHEMERIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,OK; MN,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,
EPHEMEROPTERA,Order,FALSE,,NA,CG,NE; OK; MN,NA,,NA,,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,,,,
EPHORON,Genus,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,warm,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON
EPHORON ALBUM,Species,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON
EPHORON LEUKON,Species,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON
EPHYDRIDAE,Family,FALSE,5,,CG,NE; MODNR; OK; MN; NRSA,BU,MODNR; OK; MN,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,,
EPITHECA,Genus,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA
EPITHECA CYNOSURA,Species,FALSE,4,4_middle,PR,Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA
EPITHECA PETECHIALIS,Species,FALSE,4,4_middle,PR,OK; Tward; NRSA,CB,Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA
EPITHECA PRINCEPS,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA
EPOICOCLADIUS,Genus,FALSE,,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,Tward,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,EPOICOCLADIUS
ERETES,Genus,FALSE,,NA,PR,OK,NA,,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ERETES
ERIOPTERA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,"BU,SP",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ERIOPTERA
ERISTALIS,Genus,FALSE,,NA,CG,OK; MN; Tward,BU,NE; MN; Tward,NA,,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,SYRPHIDAE,,,ERISTALIS
ERPETOGOMPHUS,Genus,FALSE,4,4_better,PR,NE; OK; MN; Tward; NRSA,BU,NE; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,ERPETOGOMPHUS
ERPETOGOMPHUS DESIGNATUS,Species,FALSE,4,4_better,PR,NE; OK; MN; Tward; NRSA,BU,NE; MN; Tward; NRSA,semi,Tward,warm,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,ERPETOGOMPHUS
ERPOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,ERPOBDELLA
ERPOBDELLA PUNCTATA,Species,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,ERPOBDELLA
ERPOBDELLIDAE,Family,FALSE,4,4_worse,PR,NE; MODNR; OK; MN; NRSA,SP,NRSA,uni,NRSA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,
ERYTHEMIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHEMIS
ERYTHEMIS SIMPLICICOLLIS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHEMIS
ERYTHRODIPLAX,Genus,FALSE,4,4_middle,PR,Tward,CB,Tward,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHRODIPLAX
ERYTHRODIPLAX UMBRATA,Species,FALSE,4,4_middle,PR,Tward,CB,Tward,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHRODIPLAX
EUKIEFFERIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Orthocladiinae,,EUKIEFFERIELLA
EUPERA,Genus,FALSE,,NA,CF,OK; NRSA,BU,NRSA,NA,,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,EUPERA
EUPERA CUBENSIS,Species,FALSE,,NA,CF,OK; NRSA,BU,NRSA,NA,,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,EUPERA
EURYLOPHELLA,Genus,FALSE,3,,CG,IA; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,EURYLOPHELLA
FALLCEON,Genus,FALSE,4,4_worse,"CG,SH",IA; NE; OK; Tward; NRSA; MN,SW,MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,FALLCEON
FALLCEON QUILLERI,Species,FALSE,4,4_worse,"CG,SH",IA; NE; OK; Tward; NRSA; MN,SW,MN; Tward; NRSA,multi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,FALLCEON
FERRISSIA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; NRSA,CB,OK; MN; NRSA,NA,,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,,FERRISSIA
GALERUCELLA,Genus,FALSE,,NA,SH,NE,SP,NE,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,CHRYSOMELIDAE,,,GALERUCELLA
GAMMARIDAE,Family,FALSE,4,4_middle,CG,IA; NE; OK; MN,SP,NE; MN,uni,NRSA,,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMARIDAE,,,
GAMMARUS,Genus,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,OK; MN; NRSA,uni,NRSA,,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMARIDAE,,,GAMMARUS
GELASTOCORIS,Genus,FALSE,,NA,PR,NE; MODNR; Tward,SK,NE; OK; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GELASTOCORIDAE,,,GELASTOCORIS
GELASTOCORIS OCULATUS,Species,FALSE,,NA,PR,NE; Tward,SK,NE; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GELASTOCORIDAE,,,GELASTOCORIS
GERRIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SK,NE; MODNR; OK; MN,uni,NRSA,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,
GERRIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,GERRIS
GLOSSIPHONIIDAE,Family,FALSE,4,4_worse,PR,IA; NE; OK; MN; NRSA,SP,NRSA; mixed,"multi,uni",NRSA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,
GLYPTOTENDIPES,Genus,FALSE,4,4_worse,"SH,CG,CF",MODNR; MN; Tward; NRSA; OK; NE,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,GLYPTOTENDIPES
GOELDICHIRONOMUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,GOELDICHIRONOMUS
GOELDICHIRONOMUS HOLOPRASINUS,Species,FALSE,4,4_middle,CG,Tward; NRSA,BU,Tward; NRSA,NA,,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,GOELDICHIRONOMUS
GOMPHIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,BU,IA; NE; MODNR; OK; MN; NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,
GOMPHURUS,Genus,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHURUS
GOMPHUS,Genus,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS
GOMPHUS EXTERNUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS
GOMPHUS GRASLINELLUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS
GOMPHUS MILITARIS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS
GOMPHUS VASTUS,Species,FALSE,4,4_middle,PR,NRSA,BU,NRSA,semi,NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,GOMPHUS
GORDIIDAE,Family,TRUE,4,4_middle,PA,IA; MODNR,NA,,NA,,,FALSE,NEMATOMORPHA,GORDIODEA,,GORDIIDA,GORDIIDAE,,,
GORDIUS,Genus,TRUE,4,4_worse,PR,NRSA,BU,NRSA,NA,,,FALSE,NEMATOMORPHA,GORDIODEA,,GORDIIDA,GORDIIDAE,,,GORDIUS
GYMNOCHTHEBIUS,Genus,FALSE,,NA,SC,Tward; NRSA,CN,NE; OK; Tward; NRSA,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDRAENIDAE,,,GYMNOCHTHEBIUS
GYRAULUS,Genus,FALSE,4,4_worse,SC,IA; NE; MODNR; OK; MN; ; NRSA,CB,OK; MN; NRSA,NA,,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,GYRAULUS
GYRETES,Genus,FALSE,4,4_middle,PR,NE; MODNR; OK; Tward; NRSA,SW,MODNR; OK; Tward; NRSA,uni,Tward,warm,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,GYRETES
GYRINIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; ;,NA,,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,
GYRINUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,GYRINUS
HAEMOPIDAE,Family,FALSE,,NA,SH,NRSA,SP,NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,
HAEMOPIS,Genus,FALSE,,NA,"PR,SH",NE; MN; NRSA,SP,OK; NRSA,NA,,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,HAEMOPIDAE,,,HAEMOPIS
HAGENIUS,Genus,FALSE,3,,PR,MODNR; OK; MN; Tward; NRSA,SP,MODNR; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,HAGENIUS
HAGENIUS BREVISTYLUS,Species,FALSE,3,,PR,MODNR; OK; MN; Tward; NRSA,SP,MODNR; Tward; NRSA,semi,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,HAGENIUS
HALIPLIDAE,Family,FALSE,4,4_worse,PH,NRSA; MN; MODNR; IA,CN,IA; NE; OK; MN,multi,NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,
HALIPLUS,Genus,FALSE,4,4_worse,"SH,PH",MODNR; OK; MN; NRSA,CB,OK; MN; Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,HALIPLUS
HALIPLUS TRIOPSIS,Species,FALSE,4,4_worse,PH,IA; Tward; NRSA,CB,Tward; NRSA,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,HALIPLUS
HARNISCHIA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; Tward; NRSA,"CB,BU",OK; Tward; NRSA,multi,Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,Chironominae,Chironomini,HARNISCHIA
HEBRIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; ;,CB,MN,NA,,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,
HEBRUS,Genus,FALSE,4,4_middle,PR,MODNR; OK; MN; Tward; NRSA,CB,NRSA,uni,Tward,,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,HEBRIDAE,,,HEBRUS
HELICHUS,Genus,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,OK; MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS
HELICHUS BASALIS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS
HELICHUS FASTIGIATUS,Species,FALSE,3,,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS
HELICHUS LITHOPHILUS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,MN; Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS
HELICHUS SUTURALIS,Species,FALSE,4,4_middle,"SC,SH,CG",IA; MODNR; NRSA; Tward,CN,Tward; NRSA,semi,Tward,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DRYOPIDAE,,,HELICHUS
HELICOPSYCHE,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; Tward,CN,NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE
HELICOPSYCHE BOREALIS,Species,FALSE,4,4_middle,SC,IA; NE; OK; MN; Tward,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE
HELICOPSYCHE PIORA,Species,FALSE,4,4_middle,SC,NE; OK; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HELICOPSYCHIDAE,,,HELICOPSYCHE
HELISOMA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; OK; MN; ; NRSA,CB,MN; NRSA,"multi,uni",NRSA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,HELISOMA
HELOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,HELOBDELLA
HELOBDELLA FUSCA,Species,FALSE,4,4_worse,PR,IA; NE; MN; NRSA,SP,NRSA; mixed,multi,NRSA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,HELOBDELLA
HELOCHARES,Genus,FALSE,4,4_middle,"PR,CG",NE; MODNR; Tward; NRSA;MN,CB,Tward,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCHARES
HELOCHARES MACULICOLLIS,Species,FALSE,4,4_middle,"PR,CG",Tward; NRSA,CB,Tward,multi,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCHARES
HELOCOMBUS,Genus,FALSE,,NA,CG,MODNR; MN,SW,OK; Tward; NRSA,uni,Tward; NRSA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,HELOCOMBUS
HELOPHORUS,Genus,FALSE,4,4_worse,SH,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,IA; NE; OK; MN; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HELOPHORIDAE,,,HELOPHORUS
HEMERODROMIA,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SP,MODNR; OK; MN; Tward; NRSA,"multi,uni",Tward,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,HEMERODROMIA
HEPTAGENIA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; NRSA; Tward,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA
HEPTAGENIA ELEGANTULA,Species,FALSE,4,4_worse,SC,IA; NE; NRSA; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA
HEPTAGENIA FLAVESCENS,Species,FALSE,4,4_middle,SC,IA; NE; MN; NRSA; Tward,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA
HEPTAGENIA MARGINALIS,Species,FALSE,4,4_middle,SC,NE; NRSA; Tward,CN,NE; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA
HEPTAGENIA PULLA,Species,FALSE,4,4_middle,SC,IA; MN; NRSA; Tward,CN,MN; Tward; NRSA,uni,Tward; NRSA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA
