Taxon_Group,Taxon_orig,NonTarget,Changed,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Odonata,Archilestes grandis,FALSE,yes,,DNI,Archilestes,Archilestes,DNI,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,
Other Non-Insect,Archoophora,FALSE,yes,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata,914204,Animalia,Platyhelminthes,Rhabditophora,Trepaxonemata,,,,,,,,,,,,,,
Oligochaeta,Arcteonais,FALSE,no,,Naidinae,Arcteonais,Oligochaeta,Naidinae,68975,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Arcteonais,,,,,
Trichoptera,Arctopsyche,FALSE,no,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche californica,FALSE,yes,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115538,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,californica
Trichoptera,Arctopsyche grandis,FALSE,yes,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche grandis type 1,FALSE,yes,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche,115530,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,grandis
Trichoptera,Arctopsychinae,FALSE,no,,DNI,Arctopsychinae,Arctopsychinae,DNI,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,,,,,,
Odonata,Argia,FALSE,no,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Odonata,Argia emma,FALSE,yes,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Odonata,Argia vivida,FALSE,yes,,Coenagrionidae,Argia,Argia,Argia,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,
Diptera,Argyra,FALSE,yes,,DNI,Dolichopodidae,Dolichopodidae,DNI,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,
Other Non-Insect,Arhynchobdellida,FALSE,no,,Hirudinida,Arhynchobdellida,Arhynchobdellida,Hirudinida,568835,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,,,,,,,,,,,,
Other Non-Insect,Arrenuridae,FALSE,no,,DNI,Arrenuridae,Trombidiformes,DNI,82862,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,,,,,,
Other Non-Insect,Arrenurus,FALSE,no,,Arrenurus,Arrenurus,Trombidiformes,Arrenurus,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,
Fish,Ascaphus truei,TRUE,NonTarget,Fish,DNI,DNI,DNI,DNI,173546,Animalia,Chordata,Vertebrata,Amphibia,,Anura,,,Leiopelmatidae,,,,Ascaphus,,,,,truei
Other Non-Insect,Asellidae,FALSE,no,,DNI,Asellidae,Asellidae,DNI,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
Other Non-Insect,Asellus,FALSE,no,,DNI,Asellus,Asellus,DNI,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,
Ephemeroptera,Asioplax,FALSE,no,,DNI,Asioplax,Asioplax,DNI,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
Ephemeroptera,Asioplax edmundsi,FALSE,yes,,DNI,Asioplax,Asioplax,DNI,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
Other Non-Insect,Assia,FALSE,yes,,Nemata,Nemata,Assia,Nemata,,Animalia,Nemertea,,Chromadorea,Chromadoria,Plectida,Plectina,Leptolaimoidea,Aphanolaimidae,Anochinae,,,,,,,,
Other Non-Insect,Astacidae,FALSE,no,,Pacifastacus,Astacidae,Astacidae,Pacifastacus,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,
Diptera,Atherix,FALSE,no,,Atherix,Atherix,Atherix,Atherix,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
Diptera,Atherix pachypus,FALSE,yes,,Atherix,Atherix,Atherix,Atherix,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
Other Non-Insect,Athienemanniidae,FALSE,no,,Athienemanniidae,Athienemanniidae,Trombidiformes,DNI,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,
Coleoptera,Atractelmis,FALSE,no,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Coleoptera,Atractelmis wawona,FALSE,yes,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI,114251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Atractelmis,,,,,
Other Non-Insect,Atractidae,FALSE,yes,,Atractides,Atractides,Trombidiformes,Atractides,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Other Non-Insect,Atractides,FALSE,no,,Atractides,Atractides,Trombidiformes,Atractides,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Diptera,Atrichomelina,FALSE,yes,,DNI,Sciomyzidae,Sciomyzidae,DNI,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,
Diptera,Atrichopogon,FALSE,yes,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Diptera,Atrichopogon/Forcipomyia,FALSE,yes,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,127112,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Forcipomyiinae,,,,,,,,
Ephemeroptera,Attenella,FALSE,no,,DNI,Attenella,Attenella,Attenella,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,
Ephemeroptera,Attenella delantala,FALSE,no,,Attenella delantala,Attenella delantala,Attenella delantala,Attenella,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala
Ephemeroptera,Attenella margarita,FALSE,no,,Attenella margarita,Attenella margarita,Attenella margarita,Attenella,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita
Ephemeroptera,Attenella soquele,FALSE,yes,,DNI,Attenella,Attenella,Attenella,568629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,soquele
Other Non-Insect,Aturidae,FALSE,no,,DNI,Aturidae,Trombidiformes,DNI,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,
Other Non-Insect,Aturus,FALSE,no,,DNI,Aturus,Trombidiformes,DNI,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
Diptera,Atylotus/Tabanus,FALSE,yes,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,
Oligochaeta,Aulodrilus,FALSE,no,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Oligochaeta,Aulodrilus pluriseta,FALSE,yes,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Diptera,Austrolimnophila,FALSE,no,,DNI,Austrolimnophila,Austrolimnophila,DNI,120037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,
Coleoptera,Babia,TRUE,NonTarget,Terrestrial,DNI,DNI,DNI,DNI,719777,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Chrysomelidae,,,,,,,,,
Ephemeroptera,Baetidae,FALSE,no,,DNI,Baetidae,Baetidae,DNI,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Baetis,FALSE,no,,DNI,Baetis,Baetis,DNI,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetis alius,FALSE,no,,Baetis alius,Baetis alius,Baetis alius,Baetis alius,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
Ephemeroptera,Baetis bicaudatus,FALSE,yes,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis bicaudatus complex,FALSE,no,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis flavistriga,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis flavistriga complex,FALSE,no,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Gr.,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis Fuscatus Group,FALSE,yes,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis notos,FALSE,no,,Baetis notos,Baetis notos,Baetis notos,Baetis notos,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
Ephemeroptera,Baetis piscatoris,FALSE,yes,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis piscatoris complex,FALSE,no,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis Rhodani Gr.,FALSE,yes,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis rhodani group,FALSE,yes,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis Rhodani Group,FALSE,no,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis tricaudatus,FALSE,yes,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus complex,FALSE,no,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis tricaudatus Group,FALSE,yes,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetisca,FALSE,no,,DNI,Baetisca,Baetisca,DNI,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,
Ephemeroptera,Baetodes,FALSE,no,,DNI,Baetodes,Baetodes,DNI,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetodes tritus,FALSE,yes,,DNI,Baetodes,Baetodes,DNI,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Ephemeroptera,Baetopus trishae,TRUE,NonTarget,Dubious ID eastern Taxon,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetopus,,,,,
Other Non-Insect,Bandakiopsis,FALSE,no,,DNI,Bandakiopsis,Trombidiformes,DNI,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,
Trichoptera,Banksiola,FALSE,no,,DNI,Banksiola,Banksiola,DNI,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
Trichoptera,Banksiola crotchi,FALSE,yes,,DNI,Banksiola,Banksiola,DNI,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
Other Non-Insect,Basommatophora,FALSE,yes,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI,69459,Animalia,Mollusca,,Gastropoda,,,,,,,,,,,,,,
Other Non-Insect,Batracobdella,FALSE,yes,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,69444,Animalia,Annelida,,Clitellata,Hirudinea,Arhynchobdellida,Erpobdelliformes,,Erpobdellidae,Erpobdellinae,,,Erpobdella,,,,,
Heteroptera,Belostoma,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Belostoma flumineum,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Heteroptera,Belostomatidae,TRUE,NonTarget,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103683,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,,,,,,,,,
Coleoptera,Berosus,FALSE,no,,Hydrophilidae,Berosus,Berosus,Hydrophilidae,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,
Chironomidae,Bethbilbeckia,FALSE,no,,Macropelopia,Bethbilbeckia,Bethbilbeckia,Macropelopia,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,
Diptera,Bezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia / Palpomyia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Palpomyia Group,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bezzia/Probezzia,FALSE,yes,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Bibiocephala,FALSE,no,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Diptera,Bibiocephala grandis,FALSE,yes,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,
Chironomidae,Bilyjomyia,FALSE,no,,DNI,Bilyjomyia,Bilyjomyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Chironomidae,Bilyjomyia algens,FALSE,yes,only one species in Genus,DNI,Bilyjomyia,Bilyjomyia,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Plecoptera,Bisancora,FALSE,no,,DNI,Bisancora,Bisancora,DNI,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,
Diptera,Bittacomorpha,FALSE,no,,DNI,Bittacomorpha,Bittacomorpha,DNI,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,
Other Non-Insect,Bivalvia,FALSE,no,TOO COARSE,DNI,Bivalvia,Bivalvia,DNI,79118,Animalia,Mollusca,,Bivalvia,,,,,,,,,,,,,,
Diptera,Blepharicera,FALSE,no,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blepharicera ostensackeni,FALSE,yes,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blephariceridae,FALSE,no,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
Plecoptera,Bolshecapnia,FALSE,no,,Capniidae,Bolshecapnia,Bolshecapnia,Capniidae,102763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,Capniinae,,,Bolshecapnia,,,,,
Chironomidae,Boreochlus,FALSE,no,,Podonominae,Boreochlus,Boreochlus,Podonominae,127954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,
Chironomidae,Boreoheptagyia,FALSE,no,,Boreoheptagyia,Boreoheptagyia,Boreoheptagyia,DNI,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
Coleoptera,Boreonectes,FALSE,no,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Boreonectes,Boreonectes,Hydroporinae,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,
Other Non-Insect,Bosmina,TRUE,NonTarget,excluded from BMI samples,DNI,DNI,DNI,DNI,83936,Animalia,Arthropoda,Crustacea,Malacostraca,,,,,,,,,,,,,,
Oligochaeta,Bothrioneurum,FALSE,no,,DNI,Bothrioneurum,Oligochaeta,DNI,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Oligochaeta,Bothrioneurum vejdovskyanum,FALSE,yes,,DNI,Bothrioneurum,Oligochaeta,DNI,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Coleoptera,Brachinus americanus,FALSE,no,"This is a valid taxon, but I wonder if this was supposed to be Brachycentrus americanus??? TYPO?",DNI,Brachinus americanus,Brachinus americanus,DNI,111792,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Carabidae,,,,Brachinus,,,,,americanus
Trichoptera,Brachycentridae,FALSE,no,,DNI,Brachycentridae,Brachycentridae,DNI,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,,,,,,
Trichoptera,Brachycentrus,FALSE,no,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus (Oligoplectrum),FALSE,yes,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus americanus,FALSE,no,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus americanus complex,FALSE,yes,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus echo,FALSE,yes,,DNI,Brachycentrus,Brachycentrus,DNI,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus occidentalis,FALSE,no,,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,DNI,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
Diptera,Brachycera,FALSE,no,,DNI,Brachycera,Brachycera,DNI,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Ephemeroptera,Brachycercus,FALSE,no,,DNI,Brachycercus,Brachycercus,DNI,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,
Other Non-Insect,Brachypoda,FALSE,no,,DNI,Brachypoda,Trombidiformes,DNI,83444,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,Axonopsinae,,,Brachypoda,,,,,
