orig_FinalID_IA,OTU_BCG_IA,modified_BCG,Notes,OTU_TaxaTolAnal
NEOPERLA,NEOPERLA,FALSE,,NEOPERLA
NEOPHYLAX,NEOPHYLAX,FALSE,,NEOPHYLAX
NEOPHYLAX CONCINNUS,NEOPHYLAX CONCINNUS,FALSE,,NEOPHYLAX CONCINNUS
NEOPLASTA,NEOPLASTA,FALSE,,NEOPLASTA
NEOPLEA,NEOPLEA,FALSE,,NEOPLEA
NEOPLEA STRIOLA,NEOPLEA STRIOLA,FALSE,,NEOPLEA STRIOLA
NEOPORUS,NEOPORUS,FALSE,,NEOPORUS
NEOPORUS CLYPEALIS,NEOPORUS CLYPEALIS,FALSE,,NEOPORUS CLYPEALIS
NEOPORUS DIMIDIATUS,NEOPORUS DIMIDIATUS,FALSE,,NEOPORUS DIMIDIATUS
NEOPORUS HYBRIDUS,NEOPORUS HYBRIDUS,FALSE,,NEOPORUS HYBRIDUS
NEOPORUS STRIATOPUNCTATUS,NEOPORUS STRIATOPUNCTATUS,FALSE,,NEOPORUS STRIATOPUNCTATUS
NEOPORUS SUPERIORIS,NEOPORUS SUPERIORIS,FALSE,,NEOPORUS SUPERIORIS
NEOPORUS TENNETUM,NEOPORUS TENNETUM,FALSE,,NEOPORUS TENNETUM
NEOPORUS UNDULATUS,NEOPORUS UNDULATUS,FALSE,,NEOPORUS UNDULATUS
NEOPORUS VITTATUS,NEOPORUS VITTATUS,FALSE,,NEOPORUS VITTATUS
NEPA,NEPA,FALSE,,NEPA
NEPA APICULATA,NEPA APICULATA,FALSE,,NEPA APICULATA
NEURECLIPSIS,NEURECLIPSIS,FALSE,,NEURECLIPSIS
NEUROCORDULIA,NEUROCORDULIA,FALSE,,NEUROCORDULIA
NEUROCORDULIA MOLESTA,NEUROCORDULIA MOLESTA,FALSE,,NEUROCORDULIA MOLESTA
NEUROPTERA,NEUROPTERA,FALSE,,NEUROPTERA
NIGRONIA SERRICORNIS,NIGRONIA SERRICORNIS,FALSE,,NIGRONIA SERRICORNIS
NILOBEZZIA,NILOBEZZIA,FALSE,,NILOBEZZIA
NIXE,NIXE,FALSE,"at some point may want to consider collapsing to subfamily Ecydonurinae = Nixe, Leucrocuta, Afghanurus, and Ecdyonurus",NIXE
NIXE INCONSPICUA,NIXE INCONSPICUA,FALSE,,NIXE INCONSPICUA
NIXE LUCIDIPENNIS,NIXE LUCIDIPENNIS,FALSE,,NIXE LUCIDIPENNIS
NIXE PERFIDA,NIXE PERFIDA,FALSE,,NIXE PERFIDA
NIXE/LEUCROCUTA,NIXE/LEUCROCUTA,FALSE,,NIXE/LEUCROCUTA
NOTIPHILA,NOTIPHILA,FALSE,,NOTIPHILA
NOTONECTA,NOTONECTA,FALSE,,NOTONECTA
NOTONECTA IRRORATA,NOTONECTA IRRORATA,FALSE,,NOTONECTA IRRORATA
NOTONECTA UNDULATA,NOTONECTA UNDULATA,FALSE,,NOTONECTA UNDULATA
NOTONECTIDAE,NOTONECTIDAE,FALSE,,NOTONECTIDAE
NYCTIOPHYLAX,NYCTIOPHYLAX,FALSE,,NYCTIOPHYLAX
NYMPHULA,NYMPHULA,FALSE,,NYMPHULA
OCHROTRICHIA,OCHROTRICHIA,FALSE,,OCHROTRICHIA
ODONATA,ODONATA,FALSE,,ODONATA
ODONTOMYIA,ODONTOMYIA,FALSE,,ODONTOMYIA/HEDRIODISCUS
ODONTOMYIA/HEDRIODISCUS,ODONTOMYIA/HEDRIODISCUS,FALSE,,ODONTOMYIA/HEDRIODISCUS
OECETIS,OECETIS,FALSE,,OECETIS
OECETIS AVARA,OECETIS AVARA,FALSE,,OECETIS AVARA
OECETIS AVARA/DISJUNCTA,OECETIS AVARA/DISJUNCTA,FALSE,,OECETIS AVARA/DISJUNCTA
OECETIS CINERASCENS,OECETIS CINERASCENS,FALSE,,OECETIS CINERASCENS
OECETIS DISJUNCTA,OECETIS SORDIDA,TRUE,,OECETIS SORDIDA
OECETIS IMMOBILIS,OECETIS IMMOBILIS,FALSE,,OECETIS IMMOBILIS
OECETIS INCONSPICUA COMPLEX,OECETIS INCONSPICUA COMPLEX,FALSE,,OECETIS INCONSPICUA COMPLEX
OECETIS NOCTURNA,OECETIS NOCTURNA,FALSE,,OECETIS NOCTURNA
OLIGOCHAETA,OLIGOCHAETA,FALSE,,OLIGOCHAETA CLITELLATA
OPHIOGOMPHUS,OPHIOGOMPHUS,FALSE,,OPHIOGOMPHUS
OPHIOGOMPHUS RUPINSULENSIS,OPHIOGOMPHUS RUPINSULENSIS,FALSE,,OPHIOGOMPHUS RUPINSULENSIS
OPHIOGOMPHUS SMITHI,OPHIOGOMPHUS SMITHI,FALSE,,OPHIOGOMPHUS SMITHI
OPHIOGOMPHUS WESTFALLI,OPHIOGOMPHUS WESTFALLI,FALSE,,OPHIOGOMPHUS WESTFALLI
OPTIOSERVUS,OPTIOSERVUS,FALSE,,OPTIOSERVUS
OPTIOSERVUS FASTIDITUS,OPTIOSERVUS FASTIDITUS,FALSE,,OPTIOSERVUS FASTIDITUS
ORCONECTES,FAXONIUS,TRUE,,ORCONECTES
ORCONECTES IMMUNIS,FAXONIUS IMMUNIS,TRUE,,ORCONECTES IMMUNIS
ORCONECTES PROPINQUUS,FAXONIUS PROPINQUUS,TRUE,,ORCONECTES PROPINQUUS
ORCONECTES RUSTICUS,FAXONIUS RUSTICUS,TRUE,,ORCONECTES RUSTICUS
ORCONECTES VIRILIS,FAXONIUS VIRILIS,TRUE,,ORCONECTES VIRILIS
OREODYTES,OREODYTES,FALSE,,OREODYTES
ORMOSIA,ORMOSIA,FALSE,,ORMOSIA
ORTHOTRICHIA,ORTHOTRICHIA,FALSE,,ORTHOTRICHIA
OXYCERA,OXYCERA,FALSE,,OXYCERA
OXYETHIRA,OXYETHIRA,FALSE,,OXYETHIRA
PACHYDIPLAX LONGIPENNIS,PACHYDIPLAX LONGIPENNIS,FALSE,,PACHYDIPLAX LONGIPENNIS
PALMACORIXA,PALMACORIXA,FALSE,,PALMACORIXA
PALMACORIXA BUENOI,PALMACORIXA BUENOI,FALSE,,PALMACORIXA BUENOI
PALMACORIXA GILLETTEI,PALMACORIXA GILLETTEI,FALSE,,PALMACORIXA GILLETTEI
PALMACORIXA NANA,PALMACORIXA NANA,FALSE,,PALMACORIXA NANA
PALPOMYIA,PALPOMYIA,FALSE,,PALPOMYIA
PANTALA,PANTALA,FALSE,,PANTALA
PANTALA FLAVESCENS,PANTALA FLAVESCENS,FALSE,,PANTALA FLAVESCENS
PANTALA HYMENAEA,PANTALA HYMENAEA,FALSE,,PANTALA HYMENAEA
PARACLOEODES,PARACLOEODES,FALSE,,PARACLOEODES
PARACLOEODES MINUTUS,PARACLOEODES MINUTUS,FALSE,,PARACLOEODES MINUTUS
PARACYMUS,PARACYMUS,FALSE,,PARACYMUS
PARACYMUS DESPECTUS,PARACYMUS DESPECTUS,FALSE,,PARACYMUS DESPECTUS
PARACYMUS SUBCUPREUS,PARACYMUS SUBCUPREUS,FALSE,,PARACYMUS SUBCUPREUS
PARAGNETINA,PARAGNETINA,FALSE,,PARAGNETINA
PARAGNETINA MEDIA,PARAGNETINA MEDIA,FALSE,,PARAGNETINA MEDIA
PARAGORDIUS,PARAGORDIUS,FALSE,,PARAGORDIUS
PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,FALSE,,PARALEPTOPHLEBIA
PARALEPTOPHLEBIA PRAEPEDITA,PARALEPTOPHLEBIA PRAEPEDITA,FALSE,,PARALEPTOPHLEBIA PRAEPEDITA
PARAPLEA,PARAPLEA,FALSE,,PARAPLEA
PARAPSYCHE APICALIS,PARAPSYCHE APICALIS,FALSE,,PARAPSYCHE APICALIS
PARYDRA,PARYDRA,FALSE,,PARYDRA
PEDICIA,PEDICIA,FALSE,,PEDICIA
PELOCORIS,PELOCORIS,FALSE,,PELOCORIS
PELOCORIS FEMORATUS,PELOCORIS FEMORATUS,FALSE,,PELOCORIS FEMORATUS
PELTODYTES,PELTODYTES,FALSE,,PELTODYTES
PELTODYTES DUNAVANI/PEDUNCULATUS,PELTODYTES DUNAVANI/PEDUNCULATUS,FALSE,,PELTODYTES DUNAVANI/PEDUNCULATUS
PELTODYTES DUODECIMPUNTATUS,PELTODYTES DUODECIMPUNTATUS,FALSE,,PELTODYTES DUODECIMPUNTATUS
PELTODYTES EDENTULUS,PELTODYTES EDENTULUS,FALSE,,PELTODYTES EDENTULUS
PELTODYTES SEXMACULATUS,PELTODYTES SEXMACULATUS,FALSE,,PELTODYTES SEXMACULATUS
PELTODYTES TORTULOSUS,PELTODYTES TORTULOSUS,FALSE,,PELTODYTES TORTULOSUS
PENTAGENIA,PENTAGENIA VITTIGERA,TRUE,VITTIGERA per Todd Hubbard email (11/27/23),PENTAGENIA
PENTAGENIA VITTIGERA,PENTAGENIA VITTIGERA,FALSE,,PENTAGENIA VITTIGERA
PERICOMA,PERICOMA,FALSE,,PERICOMA
PERICOMA/TELMATOSCOPUS,PERICOMA/TELMATOSCOPUS,FALSE,,PERICOMA/TELMATOSCOPUS
PERITHEMIS,PERITHEMIS,FALSE,,PERITHEMIS
PERLESTA,PERLESTA,FALSE,,PERLESTA
PERLESTA EPHELIDA,PERLESTA EPHELIDA,FALSE,,PERLESTA EPHELIDA
PERLIDAE,PERLIDAE,FALSE,,PERLIDAE
PERLINELLA,PERLINELLA,FALSE,,PERLINELLA
PERLINELLA DRYMO,PERLINELLA DRYMO,FALSE,,PERLINELLA DRYMO
PERLINELLA EPHYRE,PERLINELLA EPHYRE,FALSE,,PERLINELLA EPHYRE
PERLODIDAE,PERLODIDAE,FALSE,,PERLODIDAE
PETROPHILA,PETROPHILA,FALSE,,PETROPHILA
PHILOPOTAMIDAE,PHILOPOTAMIDAE,FALSE,,PHILOPOTAMIDAE
PHORIDAE,PHORIDAE,FALSE,,PHORIDAE
PHRYGANEIDAE,PHRYGANEIDAE,FALSE,,PHRYGANEIDAE
PHYSA,PHYSA,FALSE,,PHYSA
PHYSA ACUTA,PHYSA ACUTA,FALSE,,PHYSA ACUTA
PHYSA GYRINA,PHYSA GYRINA,FALSE,,PHYSA GYRINA
PHYSIDAE,PHYSIDAE,FALSE,,PHYSIDAE
PILARIA,PILARIA,FALSE,,PILARIA
PISIDIUM,PISIDIUM,FALSE,,PISIDIUM
PLACOBDELLA,PLACOBDELLA,FALSE,,PLACOBDELLA
PLACOBDELLA MONTIFERA,PLACOBDELLA MONTIFERA,FALSE,,PLACOBDELLA MONTIFERA
PLACOBDELLA MULTILINEATA,PLACOBDELLA MULTILINEATA,FALSE,,PLACOBDELLA MULTILINEATA
PLACOBDELLA MULTILINEATA/PAPILLIFERA,PLACOBDELLA MULTILINEATA/PAPILLIFERA,FALSE,,PLACOBDELLA MULTILINEATA/PAPILLIFERA
PLACOBDELLA NUCHALIS,PLACOBDELLA NUCHALIS,FALSE,,PLACOBDELLA NUCHALIS
PLACOBDELLA ORNATA,PLACOBDELLA ORNATA,FALSE,,PLACOBDELLA ORNATA
PLACOBDELLA PAPILLIFERA,PLACOBDELLA PAPILLIFERA,FALSE,,PLACOBDELLA PAPILLIFERA
PLACOBDELLA PARASITICA,PLACOBDELLA PARASITICA,FALSE,,PLACOBDELLA PARASITICA
PLACOBDELLA PHALERA,PLACOBDELLA PHALERA,FALSE,,PLACOBDELLA PHALERA
PLACOBDELLA PICTA,PLACOBDELLA PICTA,FALSE,,PLACOBDELLA PICTA
PLANORBELLA,PLANORBELLA,FALSE,,PLANORBELLA
PLANORBELLA TRIVOLVIS,PLANORBELLA TRIVOLVIS,FALSE,,PLANORBELLA TRIVOLVIS
PLANORBIDAE,PLANORBIDAE,FALSE,,PLANORBIDAE
PLATAMBUS,PLATAMBUS,FALSE,,PLATAMBUS
PLATAMBUS SEMIVITTATUS,PLATAMBUS SEMIVITTATUS,FALSE,,PLATAMBUS SEMIVITTATUS
PLATHEMIS,PLATHEMIS,FALSE,,PLATHEMIS
PLATHEMIS LYDIA,PLATHEMIS LYDIA,FALSE,,PLATHEMIS LYDIA
PLATYCENTROPUS,PLATYCENTROPUS,FALSE,,PLATYCENTROPUS
PLATYCENTROPUS RADIATUS,PLATYCENTROPUS RADIATUS,FALSE,,PLATYCENTROPUS RADIATUS
PLATYHELMINTHES,PLATYHELMINTHES,FALSE,,PLATYHELMINTHES
PLAUDITUS,PLAUDITUS,FALSE,,PLAUDITUS
PLAUDITUS CESTUS,PLAUDITUS CESTUS,FALSE,,PLAUDITUS CESTUS
PLAUDITUS CINGULATUS,PLAUDITUS CINGULATUS,FALSE,,PLAUDITUS CINGULATUS
PLAUDITUS DUBIUS,PLAUDITUS DUBIUS,FALSE,,PLAUDITUS DUBIUS
PLAUDITUS DUBIUS/PUNCTIVENTRIS,PLAUDITUS DUBIUS/PUNCTIVENTRIS,FALSE,,PLAUDITUS DUBIUS/PUNCTIVENTRIS
PLAUDITUS DUBIUS/VIRILIS,PLAUDITUS DUBIUS/VIRILIS,FALSE,,PLAUDITUS DUBIUS/VIRILIS
PLAUDITUS PUNCTIVENTRIS,PLAUDITUS PUNCTIVENTRIS,FALSE,,PLAUDITUS PUNCTIVENTRIS
PLAUDITUS PUNCTIVENTRIS/VIRILIS,PLAUDITUS PUNCTIVENTRIS/VIRILIS,FALSE,,PLAUDITUS PUNCTIVENTRIS/VIRILIS
PLAUDITUS VIRILIS,PLAUDITUS VIRILIS,FALSE,,PLAUDITUS VIRILIS
PLECOPTERA,PLECOPTERA,FALSE,,PLECOPTERA
PLEIDAE,PLEIDAE,FALSE,,PLEIDAE
PLEUROCERA,PLEUROCERA,FALSE,,PLEUROCERA
PLEUROCERA ACUTA,PLEUROCERA ACUTA,FALSE,,PLEUROCERA ACUTA
PLEUROCERIDAE,PLEUROCERIDAE,FALSE,,PLEUROCERIDAE
POLYCENTROPODIDAE,POLYCENTROPODIDAE,FALSE,,POLYCENTROPODIDAE
POLYCENTROPUS,POLYCENTROPUS,FALSE,,POLYCENTROPUS
POLYMITARCYIDAE,POLYMITARCYIDAE,FALSE,,POLYMITARCYIDAE
POTAMANTHIDAE,POTAMANTHIDAE,FALSE,,POTAMANTHIDAE
POTAMILUS,POTAMILUS,FALSE,,POTAMILUS
POTAMILUS OHIENSIS,POTAMILUS OHIENSIS,FALSE,,POTAMILUS OHIENSIS
POTAMYIA,POTAMYIA,FALSE,,POTAMYIA
POTAMYIA FLAVA,POTAMYIA FLAVA,FALSE,,POTAMYIA FLAVA
PROBEZZIA,PROBEZZIA,FALSE,,PROBEZZIA
PROCAMBARUS ACUTUS,PROCAMBARUS ACUTUS,FALSE,,PROCAMBARUS ACUTUS
PROCLOEON,PROCLOEON,FALSE,,PROCLOEON
PROCLOEON FRAGILE,PROCLOEON FRAGILE,FALSE,,PROCLOEON FRAGILE
PROCLOEON RIVULARE,PROCLOEON RIVULARE,FALSE,,PROCLOEON RIVULARE
PROCLOEON RUBROPICTUM,PROCLOEON RUBROPICTUM,FALSE,,PROCLOEON RUBROPICTUM
PROCLOEON RUFOSTRIGATUM,PROCLOEON RUFOSTRIGATUM,FALSE,,PROCLOEON RUFOSTRIGATUM
PROCLOEON VIRIDOCULARE,PROCLOEON VIRIDOCULARE,FALSE,,PROCLOEON VIRIDOCULARE
PRODIAMESA OLIVACEA,PRODIAMESA OLIVACEA,FALSE,,PRODIAMESA OLIVACEA
PROGOMPHUS,PROGOMPHUS,FALSE,,PROGOMPHUS
PROGOMPHUS OBSCURUS,PROGOMPHUS OBSCURUS,FALSE,,PROGOMPHUS OBSCURUS
PROMENETUS,PROMENETUS,FALSE,,PROMENETUS
PROMENETUS EXACUOUS,PROMENETUS EXACUOUS,FALSE,,PROMENETUS EXACUOUS
PROSIMULIUM,PROSIMULIUM,FALSE,,PROSIMULIUM
PROTOPTILA,PROTOPTILA,FALSE,,PROTOPTILA
PSEUDOCENTROPTILOIDES,PSEUDOCENTROPTILOIDES,FALSE,,PSEUDOCENTROPTILOIDES
PSEUDOSTENOPHYLAX,PSEUDOSTENOPHYLAX,FALSE,,PSEUDOSTENOPHYLAX
PSEUDOSTENOPHYLAX UNIFORMIS,PSEUDOSTENOPHYLAX UNIFORMIS,FALSE,,PSEUDOSTENOPHYLAX UNIFORMIS
PSEUDOSUCCINEA,PSEUDOSUCCINEA,FALSE,,PSEUDOSUCCINEA
PSEUDOSUCCINEA COLUMELLA,PSEUDOSUCCINEA COLUMELLA,FALSE,,PSEUDOSUCCINEA COLUMELLA
PSYCHODIDAE,PSYCHODIDAE,FALSE,,PSYCHODIDAE
PSYCHOMYIA,PSYCHOMYIA,FALSE,,PSYCHOMYIA
PSYCHOMYIA FLAVIDA,PSYCHOMYIA FLAVIDA,FALSE,,PSYCHOMYIA FLAVIDA
PSYCHOMYIIDAE,PSYCHOMYIIDAE,FALSE,,PSYCHOMYIIDAE
PTERONARCYIDAE,PTERONARCYIDAE,FALSE,,PTERONARCYIDAE
PTERONARCYS,PTERONARCYS,FALSE,,PTERONARCYS
PTERONARCYS PICTETII,PTERONARCYS PICTETII,FALSE,,PTERONARCYS PICTETII
PTERONARCYS PICTETTI,PTERONARCYS PICTETII,TRUE,misspelling,PTERONARCYS PICTETII
PTILODACTYLIDAE,PTILODACTYLIDAE,FALSE,,PTILODACTYLIDAE
PTILOSTOMIS,PTILOSTOMIS,FALSE,,PTILOSTOMIS
PTYCHOPTERA,PTYCHOPTERA,FALSE,,PTYCHOPTERA
PYCNOPSYCHE,PYCNOPSYCHE,FALSE,,PYCNOPSYCHE
PYRALIDAE,PYRALIDAE,FALSE,,PYRALIDAE
PYRODERCES,PYRODERCES,FALSE,,PYRODERCES
QUADRULA PUSTULOSA,QUADRULA PUSTULOSA,FALSE,,QUADRULA PUSTULOSA
RANATRA,RANATRA,FALSE,,RANATRA
RANATRA FUSCA,RANATRA FUSCA,FALSE,,RANATRA FUSCA
RANATRA NIGRA,RANATRA NIGRA,FALSE,,RANATRA NIGRA
RAPTOHEPTAGENIA CRUENTATA,RAPTOHEPTAGENIA CRUENTATA,FALSE,,RAPTOHEPTAGENIA CRUENTATA
RHAGOVELIA,RHAGOVELIA,FALSE,,RHAGOVELIA
RHAGOVELIA OBESA,RHAGOVELIA OBESA,FALSE,,RHAGOVELIA OBESA
RHAGOVELIA ORIANDER,RHAGOVELIA ORIANDER,FALSE,,RHAGOVELIA ORIANDER
RHANTUS GUTTICOLLIS,RHANTUS GUTTICOLLIS,FALSE,,RHANTUS GUTTICOLLIS
RHEUMATOBATES,RHEUMATOBATES,FALSE,,RHEUMATOBATES
RHEUMATOBATES PALOSI,RHEUMATOBATES PALOSI,FALSE,,RHEUMATOBATES PALOSI
RHEUMATOBATES TENUIPES,RHEUMATOBATES TENUIPES,FALSE,,RHEUMATOBATES TENUIPES
RHITHROGENA,RHITHROGENA,FALSE,,RHITHROGENA
RHITHROGENA JEJUNA,RHITHROGENA JEJUNA,FALSE,,RHITHROGENA JEJUNA
RHITHROGENA MANIFESTA,RHITHROGENA MANIFESTA,FALSE,,RHITHROGENA MANIFESTA
RHYACOPHILA,RHYACOPHILA,FALSE,,RHYACOPHILA
ROBACKIA DEMEIJEREI,ROBACKIA DEMEIJEREI,FALSE,,ROBACKIA DEMEIJEREI
SALDIDAE,SALDIDAE,FALSE,,SALDIDAE
SANFILIPPODYTES PSEUDOVILIS,SANFILIPPODYTES PSEUDOVILIS,FALSE,,SANFILIPPODYTES PSEUDOVILIS
SCIOMYZIDAE,SCIOMYZIDAE,FALSE,,SCIOMYZIDAE
SCIRTES,SCIRTIDAE,TRUE,,SCIRTIDAE
SCIRTIDAE,SCIRTIDAE,FALSE,,SCIRTIDAE
SEPEDON,SEPEDON,FALSE,,SEPEDON
SERRATELLA,SERRATELLA,FALSE,,SERRATELLA
SIALIS,SIALIS,FALSE,,SIALIS
SIGARA,SIGARA,FALSE,,SIGARA
SIGARA ALTERNATA,SIGARA ALTERNATA,FALSE,,SIGARA ALTERNATA
SIGARA BICOLORIPENNIS,SIGARA BICOLORIPENNIS,FALSE,,SIGARA BICOLORIPENNIS
SIGARA GROSSOLINEATA,SIGARA GROSSOLINEATA,FALSE,,SIGARA GROSSOLINEATA
SIGARA LINEATA,SIGARA LINEATA,FALSE,,SIGARA LINEATA
SIGARA MATHESONI,SIGARA MATHESONI,FALSE,,SIGARA MATHESONI
SIGARA TRILINEATA,SIGARA TRILINEATA,FALSE,,SIGARA TRILINEATA
SILVIUS,SILVIUS,FALSE,,SILVIUS
SIMULIIDAE,SIMULIIDAE,FALSE,,SIMULIIDAE
SIMULIUM,SIMULIUM,FALSE,,SIMULIUM
SIMULIUM AUREUM,SIMULIUM AUREUM,FALSE,,SIMULIUM AUREUM
SIMULIUM DECORUM,SIMULIUM DECORUM,FALSE,,SIMULIUM DECORUM
SIMULIUM JENNINGSI/LUGGERI,SIMULIUM JENNINGSI/LUGGERI,FALSE,,SIMULIUM JENNINGSI/LUGGERI
SIMULIUM MERIDIONALE,SIMULIUM MERIDIONALE,FALSE,,SIMULIUM MERIDIONALE
SIMULIUM TUBEROSUM,SIMULIUM TUBEROSUM,FALSE,,SIMULIUM TUBEROSUM
SIMULIUM VITTATUM,SIMULIUM VITTATUM,FALSE,,SIMULIUM VITTATUM
SIPHLONURUS MARSHALLI,SIPHLONURUS MARSHALLI,FALSE,,SIPHLONURUS MARSHALLI
SIPHLOPLECTON INTERLINEATUM,SIPHLOPLECTON INTERLINEATUM,FALSE,,SIPHLOPLECTON INTERLINEATUM
SISYRA,SISYRA,FALSE,,SISYRA
SISYRIDAE,SISYRIDAE,FALSE,,SISYRIDAE
SOMATOCHLORA,SOMATOCHLORA,FALSE,,SOMATOCHLORA
SOMATOCHLORA ENSIGERA,SOMATOCHLORA ENSIGERA,FALSE,,SOMATOCHLORA ENSIGERA
SOMATOCHLORA LINEARIS,SOMATOCHLORA LINEARIS,FALSE,,SOMATOCHLORA LINEARIS
SOMATOGYRUS DEPRESSUS,SOMATOGYRUS DEPRESSUS,FALSE,,SOMATOGYRUS DEPRESSUS
SPARBARUS,SPARBARUS,FALSE,,SPARBARUS
SPARBARUS LACUSTRIS,SPARBARUS LACUSTRIS,FALSE,,SPARBARUS LACUSTRIS
SPARBARUS NASUTUS,SPARBARUS NASUTUS,FALSE,,SPARBARUS NASUTUS
SPERCHOPSIS,SPERCHOPSIS,FALSE,,SPERCHOPSIS
SPERCHOPSIS TESSELLATA,SPERCHOPSIS TESSELLATA,FALSE,,SPERCHOPSIS TESSELLATA
SPHAERIIDAE,SPHAERIIDAE,FALSE,,SPHAERIIDAE
STACTOBIELLA,STACTOBIELLA,FALSE,,STACTOBIELLA
STAGNICOLA,STAGNICOLA,FALSE,,STAGNICOLA
STAPHYLINIDAE,STAPHYLINIDAE,FALSE,,EXCLUDE
STENACRON,STENACRON,FALSE,,STENACRON
STENACRON INTERPUNCTATUM,STENACRON INTERPUNCTATUM,FALSE,,STENACRON INTERPUNCTATUM
STENELMIS,STENELMIS,FALSE,,STENELMIS
STENELMIS CHERYL,STENELMIS CHERYL,FALSE,,STENELMIS CHERYL
STENELMIS CRENATA,STENELMIS CRENATA,FALSE,,STENELMIS CRENATA
STENELMIS DECORATA,STENELMIS DECORATA,FALSE,,STENELMIS DECORATA
STENELMIS GROSSA,STENELMIS GROSSA,FALSE,,STENELMIS GROSSA
STENELMIS MUSGRAVEI,STENELMIS MUSGRAVEI,FALSE,,STENELMIS MUSGRAVEI
STENELMIS SEXLINEATA,STENELMIS SEXLINEATA,FALSE,,STENELMIS SEXLINEATA
STENONEMA,STENONEMA FEMORATUM,TRUE,should all be STENONEMA FEMORATUM from 2005 onward; pre 2005 were likely immature MACCAFFERTIUM,MACCAFFERTIUM
STENONEMA FEMORATUM,STENONEMA FEMORATUM,FALSE,,STENONEMA FEMORATUM
STICTOTARSUS GRISEOSTRIATUS,BOREONECTES GRISEOSTRIATUS,TRUE,,BOREONECTES GRISEOSTRIATUS
STRATIOMYIDAE,STRATIOMYIDAE,FALSE,,STRATIOMYIDAE
STRATIOMYS,STRATIOMYS,FALSE,,STRATIOMYS
STYGOBROMUS,STYGOBROMUS,FALSE,,STYGOBROMUS
STYLOGOMPHUS,STYLOGOMPHUS,FALSE,,STYLOGOMPHUS
STYLURUS,STYLURUS,FALSE,,STYLURUS
STYLURUS AMNICOLA,STYLURUS AMNICOLA,FALSE,,STYLURUS AMNICOLA
STYLURUS NOTATUS,STYLURUS NOTATUS,FALSE,,STYLURUS NOTATUS
STYLURUS PLAGIATUS,STYLURUS PLAGIATUS,FALSE,,STYLURUS PLAGIATUS
STYLURUS SPINICEPS,STYLURUS SPINICEPS,FALSE,,STYLURUS SPINICEPS
SUCCINEA,SUCCINEA,FALSE,,SUCCINEA
SYMPETRUM,SYMPETRUM,FALSE,,SYMPETRUM
SYMPETRUM INTERNUM,SYMPETRUM INTERNUM,FALSE,,SYMPETRUM INTERNUM
SYMPETRUM VICINUM,SYMPETRUM VICINUM,FALSE,,SYMPETRUM VICINUM
SYRPHIDAE,SYRPHIDAE,FALSE,,SYRPHIDAE
TABANIDAE,TABANIDAE,FALSE,,TABANIDAE
TABANUS,TABANUS,FALSE,,TABANUS
TABANUS/ATYLOTUS,TABANUS/ATYLOTUS,FALSE,,TABANUS/ATYLOTUS
TABANUS/WHITNEYOMIA/ATYLOTUS,TABANUS/WHITNEYOMIA/ATYLOTUS,FALSE,,TABANUS/WHITNEYOMIA/ATYLOTUS
TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,FALSE,,TAENIOPTERYGIDAE
TAENIOPTERYX,TAENIOPTERYX,FALSE,,TAENIOPTERYX
TELOGANOPSIS DEFICIENS,TELOGANOPSIS DEFICIENS,FALSE,,TELOGANOPSIS DEFICIENS
THERMONECTUS BASILARIS,THERMONECTUS BASILARIS,FALSE,,THERMONECTUS BASILARIS
THERMONECTUS NIGROFASCIATUS,THERMONECTUS NIGROFASCIATUS,FALSE,,THERMONECTUS NIGROFASCIATUS
THEROMYZON,THEROMYZON,FALSE,,THEROMYZON
TIPULA,TIPULA,FALSE,,TIPULA
TIPULIDAE,TIPULIDAE,FALSE,,TIPULIDAE
TORTOPUS PRIMUS,TORTOPSIS PRIMUS,TRUE,,TORTOPUS PRIMUS
TOXOLASMA,TOXOLASMA,FALSE,,TOXOLASMA
TOXOLASMA PARVUM,TOXOLASMA PARVUM,FALSE,,TOXOLASMA PARVUM
TRAMEA,TRAMEA,FALSE,,TRAMEA
TREPOBATES,TREPOBATES,FALSE,,TREPOBATES
TREPOBATES PICTUS,TREPOBATES PICTUS,FALSE,,TREPOBATES PICTUS
TREPOBATES SUBNITIDUS,TREPOBATES SUBNITIDUS,FALSE,,TREPOBATES SUBNITIDUS
TRIAENODES,TRIAENODES,FALSE,,TRIAENODES
TRIAENODES MARGINATUS,TRIAENODES MARGINATUS,FALSE,,TRIAENODES MARGINATUS
TRIAENODES MELACA,TRIAENODES MELACA,FALSE,,TRIAENODES MELACA
TRICHOCLINOCERA/CLINOCERA,TRICHOCLINOCERA/CLINOCERA,FALSE,,TRICHOCLINOCERA/CLINOCERA
TRICHOCORIXA,TRICHOCORIXA,FALSE,,TRICHOCORIXA
TRICHOCORIXA BOREALIS,TRICHOCORIXA BOREALIS,FALSE,,TRICHOCORIXA BOREALIS
TRICHOCORIXA CALVA,TRICHOCORIXA CALVA,FALSE,,TRICHOCORIXA CALVA
TRICHOCORIXA KANZA,TRICHOCORIXA KANZA,FALSE,,TRICHOCORIXA KANZA
TRICHOCORIXA SEXCINCTA,TRICHOCORIXA SEXCINCTA,FALSE,,TRICHOCORIXA SEXCINCTA
TRICHOPTERA,TRICHOPTERA,FALSE,,TRICHOPTERA
TRICLADIDA,TRICLADIDA,FALSE,,TRICLADIDA
