Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Rhabdomastix setigera gr.,FALSE,,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia)
Rhabdomastix Setigera Gr.,FALSE,best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia)
Rhabdomastix Setigera Group,FALSE,,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia)
Rhabdomastix setigera group,FALSE,best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia)
Rhabdomastix setigera Group,FALSE,formatting and best to leave at subgenus,Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia),Rhabdomastix,Rhabdomastix (Lurdia),Rhabdomastix (Lurdia)
Rhagovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Rhagovelia distincta,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Rhantus,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Rhantus binotatus,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Rhantus consimilis,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,Dytiscidae,Dytiscidae
Rheocricotopus,FALSE,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus
Rheocricotopus effusus,FALSE,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus
Rheocricotopus eminellobus,FALSE,,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus,Rheocricotopus
Rheopelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Rheosmittia,FALSE,,DNI,Rheosmittia,Rheosmittia,DNI,Rheosmittia,Rheosmittia
Rheotanytarsus,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus exiguus,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus exiguus Group,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus Exiguus Group,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus pellucidus,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus pellucidus Group,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rheotanytarsus Pellucidus Group,FALSE,,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Rheotanytarsus
Rhionaeshna,FALSE,,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna
Rhips,FALSE,,Nemata,Nemata,Rhips,Nemata,Rhips,Rhips
Rhithrogena,FALSE,,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena
Rhithrogena hageni,FALSE,,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena
Rhithrogena robusta,FALSE,,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena,Rhithrogena
Rhizelmis,FALSE,,DNI,Rhizelmis,Rhizelmis,DNI,Rhizelmis,Rhizelmis
Rhizelmis nigra,FALSE,,DNI,Rhizelmis,Rhizelmis,DNI,Rhizelmis,Rhizelmis
Rhyacodrilinae,FALSE,,DNI,Rhyacodrilinae,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Rhyacodrilis,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Rhyacodrilus,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Rhyacodrilus falciformis,FALSE,,DNI,Rhyacodrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Rhyacophila,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Alberta Gr.,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila alberta group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila Alberta Group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila alberta Group,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila angelita,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila Angelita Gr.,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila angelita group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila Angelita Group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila angelita Group,FALSE,formatting,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group,Rhyacophila Angelita Group
Rhyacophila arnaudi,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila atrata,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata complex,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata Group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila atrata group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila basalis,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group
Rhyacophila basalis group,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group
Rhyacophila Basalis Group,FALSE,formatting,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group,DNI,Rhyacophila Basalis Group,Rhyacophila Basalis Group
Rhyacophila betteni,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Betteni Gr.,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila betteni group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Betteni Group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila betteni Group,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila blarina,FALSE,formatting,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina,Rhyacophila blarina
Rhyacophila brevicephala,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila brunnea,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Gr.,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila brunnea/vemna groups,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila Brunnea/Vemna Groups,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila chilsia,FALSE,formatting- this should be in betteni group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila coloradensis,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group
Rhyacophila Coloradensis Gr.,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group
Rhyacophila coloradensis group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group
Rhyacophila Coloradensis Group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group
Rhyacophila coloradensis Group,FALSE,formatting,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group,DNI,Rhyacophila Coloradensis Group,Rhyacophila Coloradensis Group
Rhyacophila ecosa,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Ecosa Gr,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Ecosa group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Ecosa Group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila ecosa group,FALSE,best to leave at genus,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila ecosa Group,FALSE,best to leave at genus,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila grandis,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Grandis Gr.,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila grandis group,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Grandis Group,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila hyalinata,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila Hyalinata Gr.,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila hyalinata group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila Hyalinata Group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila hyalinata Group,FALSE,formatting,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group,Rhyacophila Hyalinata Group
Rhyacophila inculta,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila iranda,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Iranda Gr,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila Iranda Group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila iranda group,FALSE,formatting,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group,Rhyacophila Vofixa Group
Rhyacophila lieftincki,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila Lieftincki Gr.,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila lieftincki group,FALSE,formatting,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi,Rhyacophila arnaudi
Rhyacophila malkini,FALSE,formatting,Rhyacophila malkini,Rhyacophila malkini,Rhyacophila malkini,DNI,Rhyacophila malkini,Rhyacophila malkini
Rhyacophila narvae,FALSE,formatting,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae,Rhyacophila narvae
Rhyacophila neograndis,FALSE,formatting,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group,Rhyacophila Grandis Group
Rhyacophila Nevadensis Gr.,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group
Rhyacophila nevadensis group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group
Rhyacophila Nevadensis Group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group
Rhyacophila nevadensis Group,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group
Rhyacophila oreta,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group
Rhyacophila Oreta Gr.,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group
Rhyacophila oreta group,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group
Rhyacophila Oreta Group,FALSE,formatting,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group,DNI,Rhyacophila Oreta Group,Rhyacophila Oreta Group
Rhyacophila oreta/rotunda,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Oreta/Rotunda Gr.,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila Oreta/Rotunda Group,FALSE,formatting,DNI,Rhyacophila,Rhyacophila,DNI,Rhyacophila,Rhyacophila
Rhyacophila pellisa,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila pellisa/valuma,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila Pellisa/Valuma Group,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila perda,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila rickeri,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila rotunda,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group
Rhyacophila Rotunda Gr.,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group
Rhyacophila rotunda group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group
Rhyacophila Rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group
Rhyacophila rotunda Group,FALSE,formatting,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group,DNI,Rhyacophila Rotunda Group,Rhyacophila Rotunda Group
Rhyacophila sibirica,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila Sibirica Gr.,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila sibirica group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila Sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila sibirica Group,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila sibirica group A,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila sibirica group B,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila sibirica group C,FALSE,formatting,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group,DNI,Rhyacophila Sibirica Group,Rhyacophila Sibirica Group
Rhyacophila tucula,FALSE,formatting,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group,Rhyacophila Alberta Group
Rhyacophila vaccua,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila vaefes,FALSE,formatting,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group,DNI,Rhyacophila Nevadensis Group,Rhyacophila Nevadensis Group
Rhyacophila vagrita,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila Vagrita Gr.,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila vagrita group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila Vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila vagrita Group,FALSE,formatting,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group,Rhyacophila Vagrita Group
Rhyacophila valuma,FALSE,formatting,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex,Rhyacophila atrata complex
Rhyacophila vedra,FALSE,formatting,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group,Rhyacophila Betteni Group
Rhyacophila Vemna Group,FALSE,formatting,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups,Rhyacophila Brunnea/Vemna Groups
Rhyacophila verrula,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila Verrula Gr.,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila verrula group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila Verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila verrula Group,FALSE,formatting,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group,Rhyacophila Verrula Group
Rhyacophila vetina,FALSE,formatting,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex,DNI,Rhyacophila vetina complex,Rhyacophila vetina complex
