Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,OTU_BCG_ORWA,altOTU_BCG_ORWA_worms
Matriella teresa,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa,Matriella teresa
Megadrile,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Megaleuctra,FALSE,,DNI,Megaleuctra,Megaleuctra,DNI,Megaleuctra,Megaleuctra
Megaloptera,FALSE,,DNI,Megaloptera,Megaloptera,DNI,Megaloptera,Megaloptera
Megarcys,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys
Megarcys subtruncata,FALSE,,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys,Megarcys
Melanoides,TRUE,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,DNI,DNI,DNI,DNI
Mena,FALSE,,Hydra,Hydra,Hydra,DNI,Hydra,Hydra
Menetus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Menetus (Micromenetus),FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Menetus opercularis,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Meringodixa,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Meringodixa chalonensis,FALSE,,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa,Meringodixa
Meropelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Merycomyia,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Mesenchytraeus,FALSE,,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,Oligochaeta,Enchytraeidae
Mesenchytraeus,FALSE,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,Oligochaeta,Mesenchytraeus,Oligochaeta,Enchytraeidae
Mesobates,FALSE,,DNI,Mesobates,Trombidiformes,DNI,Mesobates,Mesobates
Mesocapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae,Capniidae
Mesocricotopus,FALSE,,DNI,Mesocricotopus,Mesocricotopus,DNI,Mesocricotopus,Mesocricotopus
Mesosmittia,FALSE,,DNI,Mesosmittia,Mesosmittia,DNI,Mesosmittia,Mesosmittia
Mesovelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metachela,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metacnephia,FALSE,,DNI,Metacnephia,Metacnephia,DNI,Metacnephia,Metacnephia
Metrichia,FALSE,,DNI,Hydroptilidae,Hydroptilidae,DNI,Hydroptilidae,Hydroptilidae
Metriocnemus,FALSE,,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus,Metriocnemus
Metrobates,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Metrobates trux,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Mica,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Micrasema,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema
Micrasema dimicki,FALSE,,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema,Micrasema
Microchironomus,FALSE,,DNI,Microchironomus,Microchironomus,DNI,Microchironomus,Microchironomus
Microcylloepus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Microcylloepus pusillus,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Microcylloepus similis,FALSE,,Microcylloepus,Microcylloepus,Microcylloepus,DNI,Microcylloepus,Microcylloepus
Micromenetus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Micromenetus dilatatus,FALSE,,Menetus,Menetus,Menetus,Menetus,Menetus,Menetus
Micropsectra,FALSE,,Micropsectra,Micropsectra,Micropsectra,Micropsectra,Micropsectra,Micropsectra
Micropsectra/Tanytarsus,FALSE,,DNI,Tanytarsini,Tanytarsini,DNI,Tanytarsini,Tanytarsini
Microsporidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Microtendipes,FALSE,,Microtendipes,Microtendipes,Microtendipes,Microtendipes,Microtendipes,Microtendipes
Microtendipes Pedellus gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes pedellus group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes Pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes pedellus Group,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group,Microtendipes,Microtendipes Pedellus Group,Microtendipes Pedellus Group
Microtendipes rydalensis,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes Rydalensis Gr.,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes rydalensis group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes Rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microtendipes rydalensis Group,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group,Microtendipes,Microtendipes Rydalensis Group,Microtendipes Rydalensis Group
Microvelia,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Midea,FALSE,,DNI,Midea,Trombidiformes,DNI,Midea,Midea
Mideopsidae,FALSE,,DNI,Mideopsidae,Trombidiformes,DNI,Mideopsidae,Mideopsidae
Mideopsis,FALSE,,Mideopsis,Mideopsis,Trombidiformes,Mideopsis,Mideopsis,Mideopsis
Molanna,FALSE,,DNI,Molanna,Molanna,DNI,Molanna,Molanna
Mollusca,TRUE,Too Coarse,DNI,DNI,DNI,DNI,DNI,DNI
Molophilus,FALSE,,DNI,Molophilus,Molophilus,DNI,Molophilus,Molophilus
Momonia,FALSE,,DNI,Momonia,Trombidiformes,DNI,Momonia,Momonia
Momoniidae,FALSE,,DNI,Momoniidae,Trombidiformes,DNI,Momoniidae,Momoniidae
Monatractides,FALSE,,Monatractides,Monatractides,Trombidiformes,Monatractides,Monatractides,Monatractides
Monodiamesa,FALSE,,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa,Monodiamesa
Monohelea,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Monopelopia,FALSE,,DNI,Monopelopia,Monopelopia,DNI,Monopelopia,Monopelopia
Monophylax,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,Monophylax mono,Monophylax mono
Monophylax mono,FALSE,Single species,DNI,Monophylax mono,Monophylax mono,DNI,Monophylax mono,Monophylax mono
Mooreobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,Erpobdella,Erpobdella
Moselia,FALSE,,Moselia,Moselia,Moselia,Moselia,Moselia,Moselia
Moselia infuscata,FALSE,Now two species in NW,Moselia,Moselia,Moselia,Moselia,Moselia,Moselia
Moselyana,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,Moselyana comosa,Moselyana comosa
Moselyana comosa,FALSE,Single Species in Genus,DNI,Moselyana comosa,Moselyana comosa,DNI,Moselyana comosa,Moselyana comosa
Munroessa/Synclita,FALSE,Lot of these are terrestrial,DNI,DNI,Lepidoptera,DNI,DNI,DNI
Muscidae,FALSE,,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae,Muscidae
Muscomorpha,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Musculium,FALSE,nomenclature,Sphaeriidae,Musculium/Sphaerium,Musculium,Sphaeriidae,Musculium/Sphaerium,Musculium/Sphaerium
Mycetophilidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Mystacides,FALSE,,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Mystacides alafimbriata,FALSE,spelling mistake,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Mystacides alafimbriatus,FALSE,,Mystacides,Mystacides,Mystacides,DNI,Mystacides,Mystacides
Myzobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida,Erpobdella,Erpobdella
Naididae,FALSE,,DNI,Naididae,Oligochaeta,DNI,Oligochaeta,Naididae
Naidinae,FALSE,,Naidinae,Naidinae,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Nais,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Nais communis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Nais variabilis,FALSE,,Naidinae,Nais,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Najadicola,FALSE,,DNI,Najadicola,Trombidiformes,DNI,Najadicola,Najadicola
Namamyia,FALSE,monotypic,DNI,Namamyia plutonis,Namamyia,DNI,Namamyia plutonis,Namamyia plutonis
Namamyia plutonis,FALSE,,DNI,Namamyia plutonis,Namamyia,DNI,Namamyia plutonis,Namamyia plutonis
Nanocladius,FALSE,,Nanocladius,Nanocladius,Nanocladius,Nanocladius,Nanocladius,Nanocladius
Nanonemoura wahkeena,FALSE,endmic to Co. River Gorge,DNI,Nanonemoura wahkeena,Nanonemoura wahkeena,DNI,Nanonemoura wahkeena,Nanonemoura wahkeena
Narpus,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Narpus angustus,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Narpus concolor,FALSE,,Narpus,Narpus,Narpus,Narpus,Narpus,Narpus
Natarsia,FALSE,,Natarsia,Natarsia,Natarsia,Natarsia,Natarsia,Natarsia
Naucoridae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Nautarachna,FALSE,,Nautarachna,Nautarachna,Trombidiformes,Nautarachna,Nautarachna,Nautarachna
Nautarachnidae,FALSE,nomenclature,Nautarachna,Pionidae,Trombidiformes,Nautarachna,Pionidae,Pionidae
Neanthes,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neanthes limnicola,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neaviperla forcipata,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,Neaviperla/Suwallia,Neaviperla/Suwallia
Neaviperla/Suwallia,FALSE,Slashed taxon,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia,DNI,Neaviperla/Suwallia,Neaviperla/Suwallia
Nebrioporus,TRUE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Nebrioporus/Stictotarsus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Nectoporus,FALSE,"Genera within Hydroporinae in flux; for MTTI, best to leave at subfamily",Hydroporinae,Nectoporus,Nectoporus,DNI,Nectoporus,Nectoporus
Nectoprus,FALSE,misspelled,Hydroporinae,Nectoporus,Nectoporus,Hydroporinae,Nectoporus,Nectoporus
Nectopsyche,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,Nectopsyche,Nectopsyche
Nectopsyche gracilis,FALSE,,DNI,Nectopsyche,Nectopsyche,DNI,Nectopsyche,Nectopsyche
Nemata,FALSE,,Nemata,Nemata,Nemata,Nemata,Nemata,Nemata
Nematocera,FALSE,,DNI,Nematocera,Nematocera,DNI,Nematocera,Nematocera
Nematoda,FALSE,,Nemata,Nemata,Nemata,Nemata,Nemata,Nemata
Nematomorpha,FALSE,,DNI,Nematomorpha,Nematomorpha,DNI,Nematomorpha,Nematomorpha
Nemertea,FALSE,,Prostoma,Prostoma,Prostoma,DNI,Prostoma,Prostoma
Nemotaulius hostilis,FALSE,,DNI,Nemotaulius hostilis,Nemotaulius hostilis,DNI,Nemotaulius hostilis,Nemotaulius hostilis
Nemotelus,FALSE,,Stratiomyidae,Nemotelus,Nemotelus,DNI,Nemotelus,Nemotelus
Nemoura,FALSE,,DNI,Nemouridae,Nemouridae,DNI,Nemouridae,Nemouridae
Nemouridae,FALSE,,DNI,Nemouridae,Nemouridae,DNI,Nemouridae,Nemouridae
Neoacarus,FALSE,,DNI,Neoacarus,Trombidiformes,DNI,Neoacarus,Neoacarus
Neochoroterpes,FALSE,,DNI,Neochoroterpes,Neochoroterpes,DNI,Neochoroterpes,Neochoroterpes
Neoclypeodytes,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Neoclypeodytes ornatellus,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae,Hydroporinae
Neocorixa,TRUE,Corixidae excluded,DNI,DNI,DNI,DNI,DNI,DNI
Neohermes,FALSE,,Corydalidae,Neohermes,Neohermes,Corydalidae,Neohermes,Neohermes
Neoleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neoleptophlebia bicornuta group,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Neoleptophlebia/Paraleptophlebia,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neomysis,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,DNI,DNI
Neophylax,FALSE,,DNI,Neophylax,Neophylax,DNI,Neophylax,Neophylax
Neophylax occidentis,FALSE,,DNI,Neophylax occidentis,Neophylax occidentis,DNI,Neophylax occidentis,Neophylax occidentis
Neophylax rickeri,FALSE,,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri,Neophylax rickeri
Neophylax splendens,FALSE,,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens,Neophylax splendens
Neoplanorbis,FALSE,,DNI,Planorbidae,Planorbidae,DNI,Planorbidae,Planorbidae
Neoplasta,FALSE,,Neoplasta,Neoplasta,Neoplasta,Neoplasta,Neoplasta,Neoplasta
Neoplea striola,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Neoporus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,Neoporus,Neoporus
Neoporus undulatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,Neoporus,Hydroporinae,Neoporus,Neoporus
Neothremma,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma
Neothremma alicia,FALSE,,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma,Neothremma
Neotrichia,FALSE,,DNI,Neotrichia,Neotrichia,DNI,Neotrichia,Neotrichia
Nereididae,TRUE,Polychaeta excluded,DNI,DNI,DNI,DNI,DNI,DNI
Nerophilus,FALSE,monotypic,DNI,Nerophilus californicus,Nerophilus,DNI,Nerophilus californicus,Nerophilus californicus
Nerophilus californicus,FALSE,,DNI,Nerophilus californicus,Nerophilus,DNI,Nerophilus californicus,Nerophilus californicus
Neumania,FALSE,,DNI,Neumania,Trombidiformes,DNI,Neumania,Neumania
Neureclipsis,FALSE,,DNI,Neureclipsis,Neureclipsis,DNI,Neureclipsis,Neureclipsis
Neuroptera,FALSE,I tend to exclude these,DNI,Neuroptera,Neuroptera,DNI,Neuroptera,Neuroptera
Nilotanypus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Nilotanypus fimbriatus,FALSE,,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus,Nilotanypus
Nilothauma,FALSE,,DNI,Nilothauma,Nilothauma,DNI,Nilothauma,Nilothauma
Nimbocera,FALSE,Jr. Syn. of Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsus
Nippotipula,FALSE,,Tipula,Tipula,Tipula,Tipula,Tipula,Tipula
Nixe,FALSE,most PNW Nixe are Afghanurus,Afghanurus,Ecdyonurus,Afghanurus,Afghanurus,Ecdyonurus,Ecdyonurus
Nixe/Leucocruta,FALSE,,DNI,Heptageniidae,Heptageniidae,DNI,Heptageniidae,Heptageniidae
Noctuidae,FALSE,Lot of these are terrestrial,DNI,DNI,Lepidoptera,DNI,DNI,DNI
Nootkadrilus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Nootkadrilus longisetosus,FALSE,,DNI,Nootkadrilus,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Noteridae,FALSE,mostly eastern and neotropical ( no known records from OR and WA)dubious ID (Nilsson 2011),DNI,Noteridae,Noteridae,DNI,Noteridae,Noteridae
Notonecta,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonecta kirbyi,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonecta undulata,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notonectidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,DNI,DNI
Notostraca,TRUE,tadpole shrimp temporary habitats not lotic stream samples,DNI,DNI,DNI,DNI,DNI,DNI
Nyctiophylax,TRUE,,DNI,Nyctiophylax,Nyctiophylax,DNI,Nyctiophylax,Nyctiophylax
Ochrotrichia,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochrotrichia alsea,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochrotrichia stylata,FALSE,,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia,Ochrotrichia
Ochthebius,FALSE,,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae,Hydraenidae
Octogomphus,FALSE,monotypic,Octogomphus,Octogomphus specularis,Octogomphus,Octogomphus,Octogomphus specularis,Octogomphus specularis
Octogomphus specularis,FALSE,,Octogomphus,Octogomphus specularis,Octogomphus,Octogomphus,Octogomphus specularis,Octogomphus specularis
Ocybrachypoda,FALSE,,DNI,Ocybrachypoda,Trombidiformes,DNI,Ocybrachypoda,Ocybrachypoda
Odonata,FALSE,,DNI,Odonata,Odonata,DNI,Odonata,Odonata
Odontoceridae,FALSE,,DNI,Odontoceridae,Odontoceridae,DNI,Odontoceridae,Odontoceridae
Odontomesa,FALSE,,Odontomesa,Odontomesa,Odontomesa,Odontomesa,Odontomesa,Odontomesa
Odontomesa fulva,FALSE,,Odontomesa,Odontomesa,Odontomesa,Odontomesa,Odontomesa,Odontomesa
Odontomyia,FALSE,,Stratiomyidae,Odontomyia,Odontomyia,DNI,Odontomyia,Odontomyia
Oecetis,FALSE,,Oecetis,Oecetis,Oecetis,DNI,Oecetis,Oecetis
Oecetis avara,FALSE,,Oecetis,Oecetis,Oecetis,DNI,Oecetis,Oecetis
Oecetis avara group,FALSE,,Oecetis,Oecetis,Oecetis,DNI,Oecetis,Oecetis
Oecetis Avara Group,FALSE,,Oecetis,Oecetis,Oecetis,DNI,Oecetis,Oecetis
Oecetis disjuncta,FALSE,,Oecetis,Oecetis,Oecetis,DNI,Oecetis,Oecetis
Olea,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Oligia,FALSE,Lot of these are terrestrial,DNI,DNI,Lepidoptera,DNI,DNI,DNI
Oligoceras,TRUE,Sponges excluded,DNI,DNI,DNI,DNI,DNI,DNI
Oligochaeta,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,Oligochaeta,Oligochaeta
oligochaetous Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,Oligochaeta,Oligochaeta
Oligophlebodes,FALSE,,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes,Oligophlebodes
Oligota,TRUE,Terrestrial,DNI,DNI,DNI,DNI,DNI,DNI
Oliveridia,FALSE,disjunct dist. Good ID backing off to family,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Onocosmoecus,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus
Onocosmoecus unicolor,FALSE,two species in region,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus,Onocosmoecus
Opeas,TRUE,Marine,DNI,DNI,DNI,DNI,DNI,DNI
Ophidonais,FALSE,monotypic,Naidinae,Ophidonais serpentina,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Ophidonais serpentina,FALSE,,Naidinae,Ophidonais serpentina,Oligochaeta,Naidinae,Oligochaeta,Naidinae
Ophiogomphus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Ophiogomphus occidentis,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Ophiogomphus severus,FALSE,,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus,Ophiogomphus
Optioservus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus castanipennis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus divergens,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus divergens/pecosensis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus pecosensis,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus quadrimaculatus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus Quadrimaculatus Gr.,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus quadrimaculatus group,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Optioservus seriatus,FALSE,,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus,Optioservus
Oravelia,TRUE,Shore bugs,DNI,DNI,DNI,DNI,DNI,DNI
Orconectes,FALSE,nomenclature,DNI,Faxonius,Orconectes,DNI,Faxonius,Faxonius
Ordobrevia,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera
Ordobrevia nubifera,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera,Ordobrevia nubifera
Oregonacarus,FALSE,,DNI,Oregonacarus,Trombidiformes,DNI,Oregonacarus,Oregonacarus
Oregonia,TRUE,marine,DNI,DNI,DNI,DNI,DNI,DNI
Oreodytes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreodytes abbreviatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreodytes congruus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreodytes obesus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreodytes quadrimaculatus,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreodytes sanmarkii,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,Oreodytes,Hydroporinae,Oreodytes,Oreodytes
Oreogeton,FALSE,,Oreogeton,Oreogeton,Oreogeton,Oreogeton,Oreogeton,Oreogeton
Oreoleptis torrenticola,FALSE,,DNI,Oreoleptis torrenticola,Oreoleptis torrenticola,DNI,Oreoleptis torrenticola,Oreoleptis torrenticola
Oribatei,FALSE,,Oribatida,Oribatida,Oribatida,Oribatida,Oribatida,Oribatida
Oribatida,FALSE,,Oribatida,Oribatida,Oribatida,Oribatida,Oribatida,Oribatida
Ormosia,FALSE,,DNI,Ormosia,Ormosia,DNI,Ormosia,Ormosia
Orohermes,FALSE,monotypic,Corydalidae,Orohermes crepusculus,Orohermes,Corydalidae,Orohermes crepusculus,Orohermes crepusculus
Orohermes crepusculus,FALSE,,Corydalidae,Orohermes crepusculus,Orohermes,Corydalidae,Orohermes crepusculus,Orohermes crepusculus
Oroperla,FALSE,"single species, mostly California",DNI,Oroperla barbara,Oroperla barbara,DNI,Oroperla barbara,Oroperla barbara
Oropuella,FALSE,,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella
Orthocladiinae,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiinae Genus 5 (Coffman and Ferrington),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiinae sp. (RAI Taxon # 0001),FALSE,,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella
Orthocladiinae sp. (RAI Taxon # 0004),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiinae sp. (RAI Taxon # 0013),FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,Orthocladiinae,Orthocladiinae
Orthocladiinae sp. (RAI Taxon #0001),FALSE,,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella
Orthocladiinae sp. RAI # 0001,FALSE,,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella,Oropuella
