TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,TOLVAL_IA,FFG_IA,FFGDef_IA,HABIT_IA,HabitDef_IA,COLD_IA,ColdWaterIndicatorTaxa,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,CommonName,IA_BugTaxaID
SIGARA ALTERNATA,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,ALTERNATA,Water Boatmen,680
SIGARA BICOLORIPENNIS,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,BICOLORIPENNIS,Water Boatmen,308
SIGARA GROSSOLINEATA,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,GROSSOLINEATA,Water Boatmen,931
SIGARA LINEATA,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,LINEATA,Water Boatmen,907
SIGARA MATHESONI,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,MATHESONI,Water Boatmen,558
SIGARA TRILINEATA,Species,FALSE,4,4_middle,PH,SW,,,multi,FALSE,4.6,PI,Piercer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,SIGARA,TRILINEATA,Water Boatmen,560
SILVIUS,genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,SILVIUS,,"Horse Flies, Deer Flies",546
SIMULIIDAE,Family,FALSE,4,4_middle,CF,CN,,,uni,FALSE,5.5,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,,,Black Flies,180
SIMULIUM,Genus,FALSE,4,4_middle,CF,CN,,,multi,FALSE,5.5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,,Black Flies,183
SIMULIUM AUREUM,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,7,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,AUREUM,Black Flies,184
SIMULIUM DECORUM,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,5.5,CF,Filterer,CN,Clinger,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,DECORUM,Black Flies,1100
SIMULIUM JENNINGSI/LUGGERI,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,4.5,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,JENNINGSI/LUGGERI,Black Flies,185
SIMULIUM MERIDIONALE,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,5.5,CF,Filterer,CN,Clinger,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,MERIDIONALE,Black Flies,1020
SIMULIUM TUBEROSUM,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,4,CF,Filterer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,TUBEROSUM,Black Flies,186
SIMULIUM VITTATUM,Species,FALSE,4,4_middle,CF,CN,,,multi,FALSE,7,CF,Filterer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SIMULIIDAE,,SIMULIUM,VITTATUM,Black Flies,627
SIPHLONURUS MARSHALLI,Species,FALSE,,,CG,SW,,,uni,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,SIPHLONURIDAE,,SIPHLONURUS,MARSHALLI,,1063
SIPHLOPLECTON INTERLINEATUM,Species,FALSE,,,"CG,PR","SW,CN",,,uni,FALSE,2,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,METRETOPODIDAE,,SIPHLOPLECTON,INTERLINEATUM,Cleftfooted Minnow Mayflies,1072
SISYRA,Genus,FALSE,3,,PR,CB,,,uni,FALSE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,SISYRA,,Spongillaflies,833
SISYRIDAE,Family,FALSE,3,,PR,CB,,,multi,FALSE,6.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,,,Spongillaflies,353
SOMATOCHLORA,Genus,FALSE,4,4_middle,PR,"SP,CB",,,"semi,uni",FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,SOMATOCHLORA,,Greeneyed Skimmers,688
SOMATOCHLORA ENSIGERA,Species,FALSE,4,4_middle,PR,"SP,CB",,,"semi,uni",FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,SOMATOCHLORA,ENSIGERA,Greeneyed Skimmers,769
SOMATOCHLORA LINEARIS,Species,FALSE,4,4_middle,PR,"SP,CB",,,"semi,uni",FALSE,1,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,SOMATOCHLORA,LINEARIS,Greeneyed Skimmers,1070
SOMATOGYRUS DEPRESSUS,Species,FALSE,,,SC,SP,,,NA,FALSE,8,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,HYDROBIIDAE,,SOMATOGYRUS,DEPRESSUS,Hydrobiid Snails,767
SPARBARUS,Genus,FALSE,4,4_middle,CG,SP,,,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,SPARBARUS,,Small Squaregill Mayflies,1054
SPARBARUS LACUSTRIS,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,SPARBARUS,LACUSTRIS,Small Squaregill Mayflies,700
SPARBARUS NASUTUS,Species,FALSE,4,4_middle,CG,SP,,,NA,FALSE,3,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,SPARBARUS,NASUTUS,Small Squaregill Mayflies,604
SPERCHOPSIS,Genus,FALSE,4,4_middle,"PR,CG",CN,,,uni,TRUE,6.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,SPERCHOPSIS,,Giant Water Scavenger Beetles,144
SPERCHOPSIS TESSELLATA,Species,FALSE,4,4_middle,"PR,CG",CB,,,NA,TRUE,6.5,PR,Predator,CB,Climber,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,SPERCHOPSIS,TESSELLATA,Giant Water Scavenger Beetles,145
SPHAERIIDAE,Family,FALSE,4,4_middle,CF,BU,,,NA,FALSE,6,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,SPHAERIIDAE,,,,Fingernail clams,509
STACTOBIELLA,Genus,FALSE,,,SH,CB,,,uni,FALSE,2,SH,Shredder,cb/sp,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,STACTOBIELLA,,Micro Caddisflies,452
STAGNICOLA,Genus,FALSE,5,,SC,CB,,,multi,FALSE,6,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,LYMNAEIDAE,,STAGNICOLA,,Lymnaeid Snails,499
STAPHYLINIDAE,Family,TRUE,,,,,,,,FALSE,,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,STAPHYLINIDAE,,,,Rove Beetles,607
STENACRON,Genus,FALSE,4,4_middle,CG,CN,,,multi,FALSE,7,CG,Collector/Gatherer,cn,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,STENACRON,,Flatheaded Mayflies,271
STENACRON INTERPUNCTATUM,Species,FALSE,4,4_worse,CG,CN,,,multi,FALSE,7,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,STENACRON,INTERPUNCTATUM,Flatheaded Mayflies,272
STENELMIS,Genus,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,,Riffle Beetles,107
STENELMIS CHERYL,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,CHERYL,Riffle Beetles,631
STENELMIS CRENATA,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,CRENATA,Riffle Beetles,109
STENELMIS DECORATA,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,DECORATA,Riffle Beetles,537
STENELMIS GROSSA,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,GROSSA,Riffle Beetles,110
STENELMIS MUSGRAVEI,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,MUSGRAVEI,Riffle Beetles,904
STENELMIS SEXLINEATA,Species,FALSE,4,4_middle,SC,CN,,,"semi,uni",FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,STENELMIS,SEXLINEATA,Riffle Beetles,111
STENONEMA FEMORATUM,Species,FALSE,4,4_better,SC,CN,,,uni,FALSE,5,SC,Scraper,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,STENONEMA,FEMORATUM,Flatheaded Mayflies,275
STICTOTARSUS GRISEOSTRIATUS,Species,FALSE,,,PR,SW,,,NA,TRUE,5.2,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,STICTOTARSUS,GRISEOSTRIATUS,Predaceous Diving Beetles,94
STRATIOMYIDAE,Family,FALSE,4,4_worse,CG,SP,,,NA,TRUE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,,Soldier Flies,187
STRATIOMYS,Genus,FALSE,4,4_worse,CG,SP,,,uni,TRUE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,STRATIOMYS,,Soldier Flies,190
STYGOBROMUS,Genus,FALSE,3,,CG,SP,,,uni,FALSE,8,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,,STYGOBROMUS,,Scuds and sideswimmers,923
STYLOGOMPHUS,Genus,FALSE,2,,PR,BU,,,semi,FALSE,0,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLOGOMPHUS,,Clubtail Dragonflies,614
STYLURUS,Genus,FALSE,4,4_middle,"PR,CG","BU,SP",,,semi,FALSE,4,PR,Predator,sp,Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,,Clubtail Dragonflies,385
STYLURUS AMNICOLA,Species,FALSE,4,4_middle,"PR,CG","BU,SP",,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,AMNICOLA,Clubtail Dragonflies,587
STYLURUS NOTATUS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,NOTATUS,Clubtail Dragonflies,588
STYLURUS PLAGIATUS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,PLAGIATUS,Clubtail Dragonflies,838
STYLURUS SPINICEPS,Species,FALSE,4,4_middle,"PR,CG","BU,SP",,,semi,FALSE,4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,STYLURUS,SPINICEPS,Clubtail Dragonflies,661
SUCCINEA,Genus,FALSE,,,SC,NA,,,NA,FALSE,,SC,Scraper,UN,Unidentified,0,FALSE,MOLLUSCA,GASTROPODA,,STYLOMMATOPHORA,SUCCINEIDAE,,SUCCINEA,,Succineid Snails,933
SYMPETRUM,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,10,PR,Predator,CB/SP,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,SYMPETRUM,,Skimmer Dragonflies,1073
SYMPETRUM INTERNUM,Species,FALSE,4,4_middle,PR,SP,,,uni,FALSE,10,PR,Predator,CB/SP,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,SYMPETRUM,INTERNUM,Skimmer Dragonflies,1075
SYMPETRUM VICINUM,Species,FALSE,4,4_middle,PR,SP,,,uni,FALSE,10,PR,Predator,CB/SP,Climber/Sprawler,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,SYMPETRUM,VICINUM,Skimmer Dragonflies,1097
SYRPHIDAE,Family,FALSE,,,CG,BU,,,NA,TRUE,10,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,SYRPHIDAE,,,,"Rat-Tailed Maggots, Flower Flies",191
TABANIDAE,Family,FALSE,4,4_middle,PR,SP,,,uni,FALSE,6,PR,Predator,sp/bu,Sprawler/Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,,"Horse Flies, Deer Flies",192
TABANUS,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,TABANUS,,"Horse Flies, Deer Flies",194
TABANUS/ATYLOTUS,Genus,FALSE,,,PR,SP,,,NA,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,TABANUS/ATYLOTUS,,"Horse Flies, Deer Flies",195
TABANUS/WHITNEYOMIA/ATYLOTUS,Genus,FALSE,,,PR,SP,,,NA,FALSE,5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,TABANUS/WHITNEYOMIA/ATYLOTUS,,"Horse Flies, Deer Flies",953
TAENIOPTERYGIDAE,Family,FALSE,3,,SH,SP,,,uni,FALSE,2,SH,Shredder,sp/cn,Sprawler/Clinger,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,,,Winter Stoneflies,416
TAENIOPTERYX,Genus,FALSE,3,,SH,"SP,CN",,,uni,FALSE,2,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,PLECOPTERA,TAENIOPTERYGIDAE,,TAENIOPTERYX,,Winter Stoneflies,417
TELOGANOPSIS DEFICIENS,Species,FALSE,,,CG,CN,,,uni,FALSE,2,CG,Collector/Gatherer,CN,Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,TELOGANOPSIS,DEFICIENS,Spiny Crawler Mayflies,750
THERMONECTUS BASILARIS,Species,FALSE,,,PR,SW,,,uni,TRUE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,THERMONECTUS,BASILARIS,Predaceous Diving Beetles,1056
THERMONECTUS NIGROFASCIATUS,Species,FALSE,,,PR,SW,,,uni,TRUE,,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,THERMONECTUS,NIGROFASCIATUS,Predaceous Diving Beetles,992
THEROMYZON,Genus,FALSE,,,PR,CB,,,uni,FALSE,7,PR,Predator,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,THEROMYZON,,Leeches,1076
TIPULA,Genus,FALSE,4,4_middle,SH,BU,,,uni,FALSE,4,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,TIPULA,,Crane Flies,204
TIPULIDAE,Family,FALSE,4,4_middle,SH,BU,,,uni,FALSE,3.5,SH,Shredder,bu,Burrower,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,,Crane Flies,196
TORTOPUS PRIMUS,Species,FALSE,,,CG,BU,,,NA,FALSE,5.5,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,TORTOPUS,PRIMUS,Pale Burrower Mayflies,294
TOXOLASMA,Genus,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,TOXOLASMA,,Mussels,947
TOXOLASMA PARVUM,Species,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,TOXOLASMA,PARVUM,Mussels,948
TRAMEA,Genus,FALSE,4,4_middle,PR,SP,,,uni,FALSE,9,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,TRAMEA,,Skimmer Dragonflies,883
TREPOBATES,Genus,FALSE,4,4_middle,PR,SK,,,"multi,uni",FALSE,6.4,PR,Predator,cb/bu,Climber/Burrower,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,TREPOBATES,,Water Striders,319
TREPOBATES PICTUS,Species,FALSE,4,4_middle,PR,SK,,,"multi,uni",FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,TREPOBATES,PICTUS,Water Striders,936
TREPOBATES SUBNITIDUS,Species,FALSE,4,4_middle,PR,SK,,,"multi,uni",FALSE,6.4,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,TREPOBATES,SUBNITIDUS,Water Striders,926
TRIAENODES,Genus,FALSE,3,,SH,"SW,CN",RM,root_mat,uni,FALSE,6,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,TRIAENODES,,Longhorned Case Maker Caddisflies,844
TRIAENODES MARGINATUS,Species,FALSE,3,,SH,SW,,,uni,FALSE,6,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,TRIAENODES,MARGINATUS,Longhorned Case Maker Caddisflies,1060
TRIAENODES MELACA,Species,FALSE,3,,SH,SW,,,uni,FALSE,6,SH,Shredder,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,TRIAENODES,MELACA,Longhorned Case Maker Caddisflies,1077
TRICHOCLINOCERA/CLINOCERA,Genus,FALSE,,,PR,CN,,,NA,FALSE,6,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,TRICHOCLINOCERA/CLINOCERA,,Dance Flies,836
TRICHOCORIXA,Genus,FALSE,5,,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,TRICHOCORIXA,,Water Boatmen,309
TRICHOCORIXA BOREALIS,Species,FALSE,5,,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,TRICHOCORIXA,BOREALIS,Water Boatmen,561
TRICHOCORIXA CALVA,Species,FALSE,5,,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,TRICHOCORIXA,CALVA,Water Boatmen,562
TRICHOCORIXA KANZA,Species,FALSE,5,,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,TRICHOCORIXA,KANZA,Water Boatmen,563
TRICHOCORIXA SEXCINCTA,Species,FALSE,5,,PR,SW,,,multi,FALSE,5.5,PR,Predator,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,TRICHOCORIXA,SEXCINCTA,Water Boatmen,310
TRICHOPTERA,Order,FALSE,,,NA,SP,,,NA,FALSE,,UN,Unidentified,sp,Sprawler,0,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,,,,,Caddisflies,418
TRICLADIDA,Order,FALSE,,,OM,SP,,,NA,FALSE,6,UN,Unidentified,UN,Unidentified,0,FALSE,PLATYHELMINTHES,TURBELLARIA,ARCHOOPHORA,TRICLADIDA,,,,,Flatworms,523
TRICORYTHODES,Genus,FALSE,4,4_worse,CG,SP,,,uni,FALSE,4,CG,Collector/Gatherer,sp/cn,Sprawler/Clinger,0,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOHYPHIDAE,,TRICORYTHODES,,Little Stout Crawler Mayflies,285
TROMBIDIFORMES,Order,FALSE,,,PR,NA,,,NA,FALSE,5.7,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,,,,,Water Mites,54
TROPISTERNUS,Genus,FALSE,4,4_middle,PR,CB,RM,root_mat,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,,Giant Water Scavenger Beetles,146
TROPISTERNUS AFFINIS,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,AFFINIS,Giant Water Scavenger Beetles,768
TROPISTERNUS BLATCHLEYI,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,BLATCHLEYI,Giant Water Scavenger Beetles,991
TROPISTERNUS COLLARIS,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,COLLARIS,Giant Water Scavenger Beetles,910
TROPISTERNUS COLUMBIANUS,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,COLUMBIANUS,Giant Water Scavenger Beetles,964
TROPISTERNUS GLABER,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,GLABER,Giant Water Scavenger Beetles,863
TROPISTERNUS LATERALIS,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,LATERALIS,Giant Water Scavenger Beetles,147
TROPISTERNUS MIXTUS,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,MIXTUS,Giant Water Scavenger Beetles,742
TROPISTERNUS NATATOR,Species,FALSE,4,4_middle,PR,CB,,,multi,TRUE,9.8,UN,Unidentified,UN,Unidentified,0,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,TROPISTERNUS,NATATOR,Giant Water Scavenger Beetles,148
TRUNCILLA DONACIFORMIS,Species,FALSE,,,CF,BU,,,NA,FALSE,,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,TRUNCILLA,DONACIFORMIS,Mussels,1052
TUBIFICIDAE,Family,FALSE,4,4_middle,CG,"BU,CN",,,NA,FALSE,10,CG,Collector/Gatherer,UN,Unidentified,0,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,HAPLOTAXIDA,TUBIFICIDAE,,,,Aquatic Worms,34
TURBELLARIA,Class,FALSE,4,4_middle,NA,SP,,,NA,FALSE,6,UN,Unidentified,UN,Unidentified,0,FALSE,PLATYHELMINTHES,TURBELLARIA,,,,,,,Flatworms,522
UNIONIDAE,Family,FALSE,4,4_middle,CF,BU,NF,pool,NA,FALSE,8,CF,Filterer,UN,Unidentified,0,FALSE,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,UNIONIDAE,,,,Mussels,510
