TaxaID,Rank,NonTarget,BCG_Attr,BCG_Attr2,FFG,FFG_Src,HABIT,HABIT_Src,LIFE_CYCLE,LIFE_CYCLE_Src,AirBreather,PHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TolVal,NOD,AP,HM,POC,SA,SSS,Min_HM1988,Max_HM1988,Mean_HM1988,KBTOLR
CULEX,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,,CULEX,6,5,4,4,4,4,2,2,5,3.833333333,10
CULICIDAE,Family,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; NRSA,SW,IA; NE; MODNR; OK; MN; NRSA,multi,NRSA,TRUE,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,,,5,4,4,3,4,4,2,2,4,3.5,10
CULICOIDES,Genus,FALSE,4,4_middle,PR,MN; Tward,BU,MN; Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,CULICOIDES,5,4,3,3,3,3,4,3,4,3.333333333,10
CURCULIONIDAE,Family,FALSE,4,4_middle,SH,IA; NE; OK; MN; NRSA,CN,IA; OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,CURCULIONIDAE,,,,5,5,5,3,4,4,4,3,5,4.166666667,
CYBISTER,Genus,FALSE,,NA,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,CYBISTER,NA,3,5,1,5,3,2,1,5,3.166666667,99
CYBISTER FIMBRIOLATUS,Species,FALSE,,NA,PR,IA; MN; Tward; NRSA,SW,MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,CYBISTER,NA,3,5,1,5,3,2,1,5,3.166666667,99
CYMBIODYTA,Genus,FALSE,4,4_middle,CG,IA; NE; MN; Tward; NRSA,"BU,SW",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,CYMBIODYTA,5,3,3,1,2,3,3,1,3,2.5,99
CYPHON,Genus,FALSE,4,4_middle,SC,NRSA,CB,NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,SCIRTIDAE,,,CYPHON,5,,,,,,,,,,
CYRNELLUS,Genus,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,CYRNELLUS,,,,,,,,,,,
CYRNELLUS FRATERNUS,Species,FALSE,4,4_worse,CF,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,NE; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,CYRNELLUS,6,3,2,2,1,3,2,1,3,2.166666667,4
DERO,Genus,FALSE,4,4_middle,CG,NE; OK; MN; NRSA,BU,OK; MN; NRSA,multi,NRSA,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,DERO,5,,,,,,,,,,10
DESMOPACHRIA,Genus,FALSE,4,4_middle,PR,NE; MODNR; OK; MN; Tward; NRSA,SW,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,DESMOPACHRIA,5,3,5,1,4,2,1,1,5,2.666666667,99
DIAMESA,Genus,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINI,DIAMESA,2,2,2,1,2,1,3,1,3,1.833333333,6
DICROTENDIPES,Genus,FALSE,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,6,4,3,3,3,4,4,3,4,3.5,6
DICROTENDIPES MODESTUS,Species,FALSE,4,4_worse,CG,NE; Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,6,4,3,2,3,4,4,2,4,3.333333333,6
DICROTENDIPES NEOMODESTUS,Species,FALSE,4,4_worse,CG,NE; OK; Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,6,4,3,3,3,4,4,3,4,3.5,6
DICROTENDIPES SIMPSONI,Species,FALSE,4,4_worse,CG,Tward; NRSA,BU,Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,DICROTENDIPES,6,,,,,,,,,,6
DIDYMOPS,Genus,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,DIDYMOPS,,,,,,,,,,,
DIDYMOPS TRANSVERSA,Species,FALSE,,NA,PR,IA; NE; OK; MN; Tward; NRSA,SP,NE; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,DIDYMOPS,NA,2,3,1,2,2,4,1,4,2.333333333,4
DINEUTUS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SW,MODNR; OK; MN; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,DINEUTUS,5,2,4,3,3,3,2,2,4,2.833333333,99
DINEUTUS CILIATUS,Species,FALSE,4,4_middle,PR,Tward; NRSA,SW,Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,DINEUTUS,5,2,4,3,3,3,2,2,4,2.833333333,99
DINEUTUS SERRULATUS,Species,FALSE,4,4_middle,PR,Tward; NRSA,SW,Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,GYRINIDAE,,,DINEUTUS,5,2,4,3,3,3,2,2,4,2.833333333,99
DIPLOCLADIUS,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,DIPLOCLADIUS,5,1,2,1,2,1,2,1,2,1.5,6
DIPTERA,Order,FALSE,,NA,NA,,CB,OK,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,,,,,NA,,,,,,,,,,
DOLICHOPODIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,"SP,BU",NE; MODNR; OK; NRSA,NA,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,DOLICHOPODIDAE,,,,5,2,3,3,3,3,2,2,3,2.666666667,
DREISSENA,Genus,FALSE,6m,,CF,MODNR; MN; NRSA,CN,MN,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,DREISSENIDAE,,,DREISSENA,,,,,,,,,,,
DREISSENA POLYMORPHA,Species,FALSE,6m,,CF,MODNR; MN; NRSA,CN,MN,uni,NRSA,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,DREISSENIDAE,,,DREISSENA,5,,,,,,,,,,99
DROMOGOMPHUS,Genus,FALSE,4,4_better,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,DROMOGOMPHUS,4,3,2,1,3,3,4,1,4,2.666666667,4
DROMOGOMPHUS SPINOSUS,Species,FALSE,4,4_better,PR,IA; OK; MN; Tward; NRSA,BU,IA; MN; Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,DROMOGOMPHUS,4,3,2,1,3,3,4,1,4,2.666666667,4
DROMOGOMPHUS SPOLIATUS,Species,FALSE,4,4_better,PR,OK; Tward; NRSA,BU,Tward; NRSA,semi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,DROMOGOMPHUS,4,3,2,1,3,3,4,1,4,2.666666667,4
DUBIRAPHIA,Genus,FALSE,4,4_middle,"CG,SC",NE; MODNR; OK; MN; Tward; NRSA,CN,NE; OK; MN; Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA,5,3,5,1,3,3,4,1,5,3.166666667,4
DUBIRAPHIA BREVIPENNIS,Species,FALSE,4,4_middle,"CG,SC",OK; Tward; NRSA,CN,Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA,5,1,5,1,3,3,4,1,5,2.833333333,4
DUBIRAPHIA MINIMA,Species,FALSE,4,4_middle,"CG,SC",MN; OK; Tward; NRSA,CN,MN; Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA,5,3,5,2,3,3,4,2,5,3.333333333,4
DUBIRAPHIA VITTATA,Species,FALSE,4,4_middle,"CG,SC",NE; OK; Tward; NRSA,CN,IA; NE; MN; Tward; NRSA,"semi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,DUBIRAPHIA,5,3,5,1,3,3,4,1,5,3.166666667,4
DUGESIA,Genus,FALSE,4,4_middle,"CG,PR",NRSA; NE,SP,NE; OK; MN; NRSA,NA,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,DUGESIA,5,,,,,,,,,,4
DUGESIA TIGRINA,Species,FALSE,4,4_middle,"CG,PR",NRSA; NE,SP,NE; NRSA,NA,,FALSE,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,DUGESIA,5,,,,,,,,,,4
DYTHEMIS,Genus,FALSE,,NA,PR,MODNR; OK; Tward; NRSA,SP,MODNR; OK; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,DYTHEMIS,NA,1,3,2,3,3,3,1,3,2.5,4
DYTHEMIS FUGAX,Species,FALSE,,NA,PR,OK; Tward; NRSA,SP,NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,DYTHEMIS,NA,1,3,2,3,3,3,1,3,2.5,4
DYTISCIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SW,NE; MODNR; OK; MN,uni,NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,,5,3,5,1,4,3,2,1,5,3,
ECTOPRIA,Genus,FALSE,4,4_better,SC,IA; NE; OK; MN; NRSA; Tward,CN,NE; OK; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,PSEPHENIDAE,,,ECTOPRIA,4,2,3,0,2,1,2,0,3,1.666666667,99
EINFELDIA,Genus,FALSE,,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,EINFELDIA,NA,5,2,3,2,5,5,2,5,3.666666667,6
ELIMIA,Genus,FALSE,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,ELIMIA,,,,,,,,,,,
ELIMIA POTOSIENSIS,Species,FALSE,4,4_better,SC,OK; NRSA,CB,NRSA,multi,NRSA,FALSE,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,ELIMIA,4,,,,,,,,,,4
ELMIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,CN,IA; OK; MN,semi,NRSA,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,,5,2,4,1,3,3,3,1,4,2.666666667,
EMPIDIDAE,Family,FALSE,4,4_middle,PR,IA; MODNR; OK; MN; NRSA,SP,IA; NE; MODNR; OK; MN; ;,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,,5,3,4,5,3,4,2,2,5,3.5,
ENALLAGMA,Genus,FALSE,4,4_worse,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,CB,IA; NE; OK; MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA,6,3,5,1,3,3,3,1,5,3,6
ENALLAGMA BASIDENS,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA,6,3,5,2,3,3,3,2,5,3.166666667,6
ENALLAGMA EXSULANS,Species,FALSE,4,4_worse,PR,MN; Tward; NRSA,CB,MN; Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA,6,,,,,,,,,,6
ENALLAGMA TRIVIATUM,Species,FALSE,4,4_worse,PR,Tward; NRSA,CB,Tward; NRSA,multi,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ENALLAGMA,6,,,,,,,,,,6
ENCHYTRAEIDAE,Family,FALSE,4,4_middle,CG,NE; MODNR; OK; MN,BU,NE; OK; MN,NA,,FALSE,ANNELIDA,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,ENCHYTRAEIDAE,,,,5,,,,,,,,,,
ENDOCHIRONOMUS,Genus,FALSE,4,4_worse,SH,NE; MODNR; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,multi,Poff et al. 2006; Will Bouchard pers comm,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ENDOCHIRONOMUS,6,3,3,3,3,3,3,3,3,3,6
ENDOTRIBELOS,Genus,FALSE,,NA,CG,MODNR; OK; MN; Tward; NRSA,BU,OK; MN; NRSA,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ENDOTRIBELOS,NA,,,,,,,,,,6
ENOCHRUS,Genus,FALSE,4,4_worse,CG,NE; MODNR; OK; MN; Tward; NRSA,"BU,SW",NE; OK; MN; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,ENOCHRUS,6,3,3,2,2,3,2,2,3,2.5,99
ENOCHRUS HAMILTONI,Species,FALSE,4,4_worse,CG,MN; Tward; NRSA,"BU,SW",Tward; NRSA,uni,Tward; NRSA,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,ENOCHRUS,6,3,3,2,2,3,2,2,3,2.5,99
EPHEMERA,Genus,FALSE,3,,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; OK; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA,2,1,0,1,0,2,3,0,3,1.166666667,5
EPHEMERA SIMULANS,Species,FALSE,3,,CG,MODNR; OK; MN; Tward; NRSA,BU,MODNR; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,EPHEMERA,2,1,0,1,0,2,3,0,3,1.166666667,5
EPHEMERELLA,Genus,FALSE,3,,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,CN,IA; NE; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,EPHEMERELLA,2,1,1,1,1,3,3,1,3,1.666666667,3
EPHEMERIDAE,Family,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ;,BU,OK; MN,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,,5,2,2,2,2,2,3,2,3,2.166666667,
EPHEMEROPTERA,Order,FALSE,,NA,CG,NE; OK; MN,NA,,NA,,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,,,,,NA,,,,,,,,,,
EPHORON,Genus,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,IA; NE; MODNR; OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON,5,2,0,2,0,3,3,0,3,1.666666667,3
EPHORON ALBUM,Species,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON,5,2,0,2,0,3,3,0,3,1.666666667,3
EPHORON LEUKON,Species,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,NE; MODNR; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON,5,,,,,,,,,,3
EPHYDRIDAE,Family,FALSE,5,,CG,NE; MODNR; OK; MN; NRSA,BU,MODNR; OK; MN,NA,,FALSE,ARTHROPODA,INSECTA,,DIPTERA,EPHYDRIDAE,,,,8,3,2,4,2,5,3,2,5,3.166666667,
EPITHECA,Genus,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,OK; MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA,5,,,,,,,,,,4
EPITHECA CYNOSURA,Species,FALSE,4,4_middle,PR,Tward; NRSA,CB,Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA,5,,,,,,,,,,4
EPITHECA PETECHIALIS,Species,FALSE,4,4_middle,PR,OK; Tward; NRSA,CB,Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA,5,,,,,,,,,,4
EPITHECA PRINCEPS,Species,FALSE,4,4_middle,PR,IA; NE; OK; MN; Tward; NRSA,CB,MN; Tward; NRSA,uni,NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,,,EPITHECA,5,,,,,,,,,,4
EPOICOCLADIUS,Genus,FALSE,,NA,CG,NE; MODNR; OK; MN; Tward; NRSA,BU,Tward,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,EPOICOCLADIUS,NA,2,2,0,2,2,3,0,3,1.833333333,6
ERETES,Genus,FALSE,,NA,PR,OK,NA,,NA,,TRUE,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ERETES,NA,2,4,1,4,3,2,1,4,2.666666667,
ERIOPTERA,Genus,FALSE,4,4_middle,CG,IA; MODNR; OK; MN; Tward; NRSA,"BU,SP",NE; MODNR; OK; MN; Tward; NRSA,uni,Tward,FALSE,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ERIOPTERA,5,3,3,2,3,3,3,2,3,2.833333333,4
ERISTALIS,Genus,FALSE,,NA,CG,OK; MN; Tward,BU,NE; MN; Tward,NA,,TRUE,ARTHROPODA,INSECTA,,DIPTERA,SYRPHIDAE,,,ERISTALIS,NA,5,2,3,2,5,4,2,5,3.5,10
ERPETOGOMPHUS,Genus,FALSE,4,4_better,PR,NE; OK; MN; Tward; NRSA,BU,NE; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,ERPETOGOMPHUS,,,,,,,,,,,
ERPETOGOMPHUS DESIGNATUS,Species,FALSE,4,4_better,PR,NE; OK; MN; Tward; NRSA,BU,NE; MN; Tward; NRSA,semi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,ERPETOGOMPHUS,4,2,2,1,3,3,4,1,4,2.5,4
ERPOBDELLA,Genus,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,OK; NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,ERPOBDELLA,7,,,,,,,,,,9
ERPOBDELLA PUNCTATA,Species,FALSE,4,4_worse,PR,NE; OK; MN; NRSA,SP,NRSA,NA,,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,ERPOBDELLA,7,,,,,,,,,,9
ERPOBDELLIDAE,Family,FALSE,4,4_worse,PR,NE; MODNR; OK; MN; NRSA,SP,NRSA,uni,NRSA,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLID,ERPOBDELLIDAE,,,,7,,,,,,,,,,
ERYTHEMIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHEMIS,5,3,3,3,2,3,5,2,5,3.166666667,4
ERYTHEMIS SIMPLICICOLLIS,Species,FALSE,4,4_middle,PR,IA; OK; MN; Tward; NRSA,"CB,SP",NRSA,"multi,uni",NRSA,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHEMIS,5,3,3,3,2,3,5,2,5,3.166666667,4
ERYTHRODIPLAX,Genus,FALSE,4,4_middle,PR,Tward,CB,Tward,multi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHRODIPLAX,,,,,,,,,,,
ERYTHRODIPLAX UMBRATA,Species,FALSE,4,4_middle,PR,Tward,CB,Tward,multi,Tward,FALSE,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ERYTHRODIPLAX,5,,,,,,,,,,4
EUKIEFFERIELLA,Genus,FALSE,4,4_middle,CG,NE; MODNR; OK; MN; Tward; NRSA,SP,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,EUKIEFFERIELLA,5,2,3,2,3,3,3,2,3,2.666666667,6
EUPERA,Genus,FALSE,,NA,CF,OK; NRSA,BU,NRSA,NA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,EUPERA,,,,,,,,,,,
EUPERA CUBENSIS,Species,FALSE,,NA,CF,OK; NRSA,BU,NRSA,NA,,FALSE,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,EUPERA,NA,,,,,,,,,,5
EURYLOPHELLA,Genus,FALSE,3,,CG,IA; MODNR; OK; MN; Tward; NRSA,CN,OK; MN; Tward; NRSA,uni,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERELLIDAE,,,EURYLOPHELLA,2,2,1,2,1,2,3,1,3,1.833333333,3
FALLCEON,Genus,FALSE,4,4_middle,"CG,SH",IA; NE; OK; Tward; NRSA; MN,SW,MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,FALLCEON,,,,,,,,,,,
FALLCEON QUILLERI,Species,FALSE,4,4_middle,"CG,SH",IA; NE; OK; Tward; NRSA; MN,SW,MN; Tward; NRSA,multi,Tward; NRSA,FALSE,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,FALLCEON,6,,,,,,,,,,4
FERRISSIA,Genus,FALSE,4,4_middle,SC,IA; NE; MODNR; MN; NRSA,CB,OK; MN; NRSA,NA,,FALSE,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,,FERRISSIA,5,,,,,,,,,,4
GALERUCELLA,Genus,FALSE,,NA,SH,NE,SP,NE,multi,Tward,FALSE,ARTHROPODA,INSECTA,,COLEOPTERA,CHRYSOMELIDAE,,,GALERUCELLA,NA,5,5,3,4,4,4,3,5,4.166666667,99
GAMMARIDAE,Family,FALSE,4,4_middle,CG,IA; NE; OK; MN,SP,NE; MN,uni,NRSA,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMARIDAE,,,,5,,,,,,,,,,
GAMMARUS,Genus,FALSE,4,4_middle,CG,IA; NE; MODNR; OK; MN; ; NRSA,SP,OK; MN; NRSA,uni,NRSA,FALSE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMARIDAE,,,GAMMARUS,5,,,,,,,,,,4
GELASTOCORIS,Genus,FALSE,,NA,PR,NE; MODNR; Tward,SK,NE; OK; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GELASTOCORIDAE,,,GELASTOCORIS,NA,4,3,3,3,3,4,3,4,3.333333333,99
GELASTOCORIS OCULATUS,Species,FALSE,,NA,PR,NE; Tward,SK,NE; Tward; NRSA,uni,Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GELASTOCORIDAE,,,GELASTOCORIS,NA,4,3,3,3,3,4,3,4,3.333333333,99
GERRIDAE,Family,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; NRSA,SK,NE; MODNR; OK; MN,uni,NRSA,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,,5,3,4,2,4,3,4,2,4,3.333333333,
GERRIS,Genus,FALSE,4,4_middle,PR,IA; NE; MODNR; OK; MN; Tward; NRSA,SK,NE; MODNR; OK; MN; Tward; NRSA,multi,Tward,TRUE,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,GERRIS,5,3,5,3,5,4,4,3,5,4,99
GLOSSIPHONIIDAE,Family,FALSE,4,4_worse,PR,IA; NE; OK; MN; NRSA,SP,NRSA; mixed,"multi,uni",NRSA,FALSE,ANNELIDA,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,,,,7,,,,,,,,,,9
